package,vuln_count,cvss_max,has_vuln,has_high_vuln,advisory_ids
aiosmtpd,3,5.4,1,0,GHSA-pr2m-px7j-xg65;GHSA-wgjv-9j3q-jhg8;PYSEC-2024-221
cyclonedx-bom,0,,0,0,
dbl-tempo,0,,0,0,
azure-cli,2,9.8,1,1,GHSA-47xc-9rr2-q7p4;PYSEC-2022-43177
opentelemetry-instrumentation-mistralai,0,,0,0,
fiona,2,9.8,1,1,GHSA-g4m4-9q4c-mfw6;GHSA-q5fm-55c2-v6j9
fasttext-predict,0,,0,0,
stanza,0,,0,0,
mcp-server-fetch,0,,0,0,
stripe,0,,0,0,
google-cloud-pipeline-components,0,,0,0,
lightgbm,2,8.1,1,1,GHSA-2586-f3p4-hq84;PYSEC-2024-231
colorcet,0,,0,0,
prefect-cloud,0,,0,0,
sphinx-autoapi,0,,0,0,
mypy-boto3-batch,0,,0,0,
trino,0,,0,0,
apache-airflow-providers-amazon,3,7.5,1,1,GHSA-g9qc-qf28-hhqx;GHSA-rv5f-ccpm-xjj4;GHSA-w695-p3j5-hrj9
pgsanity,0,,0,0,
embedchain,4,9.8,1,1,GHSA-r67w-f99w-mgxj;GHSA-rhhj-5436-95vf;PYSEC-2024-7;PYSEC-2024-8
lunardate,0,,0,0,
apache-beam,0,,0,0,
aiogithubapi,0,,0,0,
pycep-parser,0,,0,0,
google-cloud-firestore,0,,0,0,
geoalchemy2,0,,0,0,
trampoline,0,,0,0,
polyleven,0,,0,0,
pyopengl,0,,0,0,
azure-mgmt-appconfiguration,0,,0,0,
nvidia-cuda-runtime-cu12,0,,0,0,
msgraph-sdk,0,,0,0,
pybuildkite,0,,0,0,
ephem,0,,0,0,
usort,0,,0,0,
itypes,0,,0,0,
mypy-boto3-controltower,0,,0,0,
mypy-boto3-dms,0,,0,0,
pyrepl,0,,0,0,
html5tagger,0,,0,0,
azure-mgmt-cosmosdb,0,,0,0,
chromadb,1,8.0,1,1,GHSA-f4j7-r4q5-qw2c
apify-fingerprint-datapoints,0,,0,0,
celery-types,0,,0,0,
pytest-freezer,0,,0,0,
markdown-to-confluence,0,,0,0,
tensorflow-io-gcs-filesystem,0,,0,0,
roman-numerals-py,0,,0,0,
pygdbmi,0,,0,0,
anycrc,0,,0,0,
ddtrace,0,,0,0,
mypy-boto3-ssm-sap,0,,0,0,
liccheck,0,,0,0,
pytest-cov,0,,0,0,
logical-unification,0,,0,0,
localstack-client,0,,0,0,
dbt-clickhouse,0,,0,0,
pymongo-search-utils,0,,0,0,
types-aiobotocore-s3,0,,0,0,
jschema-to-python,0,,0,0,
flake8-pyproject,0,,0,0,
mypy-boto3-kinesis-video-media,0,,0,0,
pynndescent,0,,0,0,
sphinx-notfound-page,0,,0,0,
fido2,0,,0,0,
adlfs,0,,0,0,
mdx-truly-sane-lists,0,,0,0,
marshmallow-jsonschema,0,,0,0,
pydantic-ai,3,8.6,1,1,GHSA-2jrp-274c-jhv3;GHSA-cqp8-fcvh-x7r3;GHSA-wjp5-868j-wqv7
cobble,0,,0,0,
google-cloud-run,0,,0,0,
flask-openid,0,,0,0,
azure-mgmt-sqlvirtualmachine,0,,0,0,
swebench,0,,0,0,
cucumber-expressions,0,,0,0,
openapi-schema-pydantic,0,,0,0,
mypy-boto3-s3control,0,,0,0,
mypy-boto3-bcm-dashboards,0,,0,0,
mypy-boto3-arc-region-switch,0,,0,0,
interpret-core,0,,0,0,
couchbase,4,9.8,1,1,GHSA-9266-j9v3-q4j5;PYSEC-2022-207;PYSEC-2023-235;PYSEC-2025-101
azure-mgmt-databoxedge,0,,0,0,
aws-cdk-asset-awscli-v1,0,,0,0,
waybackpy,0,,0,0,
watchgod,0,,0,0,
mypy-boto3-s3vectors,0,,0,0,
azure-mgmt-notificationhubs,0,,0,0,
mypy-boto3-resource-groups,0,,0,0,
mypy-boto3-redshift-data,0,,0,0,
decord,0,,0,0,
ftfy,0,,0,0,
fasttext-wheel,0,,0,0,
pytest-alembic,0,,0,0,
maxminddb,0,,0,0,
livekit-plugins-turn-detector,0,,0,0,
chdb-core,0,,0,0,
win-unicode-console,0,,0,0,
autobahn,2,6.1,1,0,GHSA-gwp7-vqr5-h33h;PYSEC-2020-25
prefect-docker,0,,0,0,
onnx2tf,0,,0,0,
pysimdjson,0,,0,0,
arch,0,,0,0,
pytensor,0,,0,0,
bs4,0,,0,0,
sphinxcontrib-spelling,0,,0,0,
aistudio-sdk,0,,0,0,
drf-exceptions-hog,0,,0,0,
bitstruct,0,,0,0,
mypy-boto3-ssm-incidents,0,,0,0,
mteb,0,,0,0,
luigi,4,8.8,1,1,GHSA-8qch-vj6m-2694;GHSA-p69g-f978-xxv9;PYSEC-2018-11;PYSEC-2024-159
fabric-analytics-sdk,0,,0,0,
flufl-lock,0,,0,0,
yandex-query-client,0,,0,0,
openmed,0,,0,0,
mypy-boto3-route53profiles,0,,0,0,
skypilot,0,,0,0,
py-openapi-schema-to-json-schema,0,,0,0,
mypy-boto3-ds-data,0,,0,0,
selinux,0,,0,0,
python-ldap,4,6.5,1,0,GHSA-p34h-wq7j-h5v6;GHSA-qfr5-wjpw-q4c4;GHSA-r7r6-cc7p-4v5m;GHSA-r8wq-qrxc-hmcm
datasketch,0,,0,0,
langchain-google-genai,0,,0,0,
leb128,0,,0,0,
nvidia-cusparse-cu12,0,,0,0,
mypy-boto3-appconfigdata,0,,0,0,
mypy-boto3-cloudhsm,0,,0,0,
assemblyai,0,,0,0,
aws-xray-sdk,0,,0,0,
hydra-core,0,,0,0,
pytest-httpserver,0,,0,0,
tokenspeed-mla,0,,0,0,
braceexpand,0,,0,0,
apache-airflow-providers-snowflake,2,9.8,1,1,GHSA-9r64-3wmc-x8m8;PYSEC-2025-51
hypercorn,0,,0,0,
django-libsass,0,,0,0,
recommonmark,0,,0,0,
opencensus,0,,0,0,
mypy-boto3-networkmanager,0,,0,0,
argparse-addons,0,,0,0,
apache-airflow-providers-pagerduty,0,,0,0,
pytest-socket,0,,0,0,
interegular,0,,0,0,
fastapi-mcp,0,,0,0,
ipympl,0,,0,0,
edgartools,0,,0,0,
aws-sam-cli,3,6.5,1,0,GHSA-pp64-wj43-xqcr;GHSA-px37-jpqx-97q9;GHSA-rjc6-vm4h-85cg
jsonmerge,0,,0,0,
trio-typing,0,,0,0,
mohawk,0,,0,0,
homeassistant,10,8.0,1,1,GHSA-46j8-vpx8-6p72;GHSA-jqpc-rc7g-vf83;GHSA-m3pm-rpgg-5wj6;GHSA-mh78-8f49-vjg3;GHSA-mq77-rv97-285m;GHSA-pp3g-xmm4-5cw9;GHSA-qhhj-7hrc-gqj5;GHSA-r584-6283-p7xc;PYSEC-2019-221;PYSEC-2023-214
apache-airflow-providers-tableau,0,,0,0,
pdf2image,0,,0,0,
crispy-bootstrap5,0,,0,0,
mypy-boto3-dataexchange,0,,0,0,
fabric-analytics-notebook-plugin,0,,0,0,
oai-statsig-python-core,0,,0,0,
pyu2f,0,,0,0,
pastel,0,,0,0,
diagrams,1,9.8,1,1,PYSEC-2024-270
databricks-labs-dqx,0,,0,0,
mypy-boto3-applicationcostprofiler,0,,0,0,
array-record,0,,0,0,
clickclick,0,,0,0,
paddleocr,0,,0,0,
mypy-boto3-globalaccelerator,0,,0,0,
azure-servicemanagement-legacy,0,,0,0,
google-cloud-build,0,,0,0,
alphashape,0,,0,0,
priority,2,7.5,1,1,GHSA-h3q4-6j7f-r24c;PYSEC-2017-93
pydantic-handlebars,0,,0,0,
country-converter,0,,0,0,
aqt,0,,0,0,
databricks-sqlalchemy,0,,0,0,
tensorflow-metadata,0,,0,0,
androguard,0,,0,0,
psutil-home-assistant,0,,0,0,
djangorestframework-api-key,0,,0,0,
azure-cli-core,0,,0,0,
unstructured-client,0,,0,0,
pulumi-aws,0,,0,0,
pyarrow-hotfix,0,,0,0,
pylint-pydantic,0,,0,0,
pipdeptree,0,,0,0,
presidio-anonymizer,0,,0,0,
dsnparse,0,,0,0,
pyshark,0,,0,0,
mypy-boto3-nova-act,0,,0,0,
google-cloud-os-config,0,,0,0,
pytest-randomly,0,,0,0,
gspread-dataframe,0,,0,0,
igraph,0,,0,0,
localstack-core,0,,0,0,
pikepdf,2,7.5,1,1,GHSA-ccgm-3xw4-h5p8;PYSEC-2021-34
camelot-py,0,,0,0,
azure-multiapi-storage,0,,0,0,
inquirerpy,0,,0,0,
pip-api,0,,0,0,
rouge-score,0,,0,0,
azure-mgmt-devspaces,0,,0,0,
fastapi-cloud-cli,0,,0,0,
gcloud-aio-pubsub,0,,0,0,
mypy-boto3-appflow,0,,0,0,
pytablewriter,0,,0,0,
equinox,0,,0,0,
mypy-boto3-workmail,0,,0,0,
presidio-analyzer,0,,0,0,
opentelemetry-instrumentation-lancedb,0,,0,0,
flax,0,,0,0,
pytesseract,0,,0,0,
mypy-boto3-dlm,0,,0,0,
moreorless,0,,0,0,
seleniumbase,0,,0,0,
torch-einops-utils,0,,0,0,
agent-framework-core,0,,0,0,
sacrebleu,0,,0,0,
azure-mgmt-media,0,,0,0,
usaddress-scourgify,0,,0,0,
jiwer,0,,0,0,
pint,0,,0,0,
azure-ai-agents,0,,0,0,
currency-symbols,0,,0,0,
algoliasearch-django,0,,0,0,
fal-client,0,,0,0,
mem0ai,4,7.5,1,1,GHSA-cgx8-qgvr-f7vf;GHSA-gq6f-qwv9-rf4j;GHSA-jfv9-68m5-gjjr;GHSA-xqxw-r767-67m7
clikit,0,,0,0,
opentelemetry-instrumentation-pinecone,0,,0,0,
mypy-boto3-ds,0,,0,0,
azure-mgmt-relay,0,,0,0,
langchain-nebius,0,,0,0,
apache-airflow-providers-odbc,2,7.8,1,1,GHSA-9766-v29c-4vm7;GHSA-q57w-826p-46jr
mypy-boto3-gamelift,0,,0,0,
sagemaker-mlops,0,,0,0,
mkdocstrings-python,0,,0,0,
mypy-boto3-pinpoint-sms-voice-v2,0,,0,0,
sqltrie,0,,0,0,
line-profiler,0,,0,0,
pytest-mock,0,,0,0,
pyte,0,,0,0,
ndindex,0,,0,0,
openinference-semantic-conventions,0,,0,0,
dagster-rest-resources,0,,0,0,
knockapi,0,,0,0,
aiohttp-cors,0,,0,0,
mypy-boto3-imagebuilder,0,,0,0,
django-types,0,,0,0,
github-copilot-sdk,0,,0,0,
autogluon-core,0,,0,0,
pydoe,0,,0,0,
mypy-boto3-inspector2,0,,0,0,
partial-json-parser,0,,0,0,
types-flask,0,,0,0,
langchain-groq,0,,0,0,
mypy-boto3-freetier,0,,0,0,
qh3,0,,0,0,
pycognito,0,,0,0,
aiozoneinfo,0,,0,0,
pprintpp,0,,0,0,
requests-aws4auth,0,,0,0,
pact-python-ffi,0,,0,0,
koalas,0,,0,0,
webauthn,0,,0,0,
cartopy,0,,0,0,
httmock,0,,0,0,
opentelemetry-instrumentation-alephalpha,0,,0,0,
xarray-einstats,0,,0,0,
ansible-runner,6,7.8,1,1,GHSA-6j58-grhv-2769;GHSA-772j-xvf9-qpf5;GHSA-wwch-cmqr-hhrm;PYSEC-2022-253;PYSEC-2022-43067;PYSEC-2022-43068
feedparser,10,7.5,1,1,GHSA-2p78-8hh6-96xc;GHSA-3mwg-gp5g-fv3q;GHSA-4m72-rmm9-2qjr;GHSA-6h52-4vmh-8x4f;GHSA-hjf3-r7gw-9rwg;PYSEC-2011-18;PYSEC-2011-19;PYSEC-2011-20;PYSEC-2011-21;PYSEC-2012-14
mypy-boto3-chime-sdk-messaging,0,,0,0,
mypy-boto3-rekognition,0,,0,0,
connect-python,0,,0,0,
python-lsp-server,0,,0,0,
python-levenshtein,0,,0,0,
pagerduty,0,,0,0,
mypy-boto3-route53resolver,0,,0,0,
l18n,0,,0,0,
sagemaker-scikit-learn-extension,0,,0,0,
comfyui-workflow-templates-media-other,0,,0,0,
kaleido,0,,0,0,
hmmlearn,0,,0,0,
sqlite-fts4,0,,0,0,
mypy-boto3-geo-places,0,,0,0,
jupyter-server-fileid,0,,0,0,
zc-lockfile,0,,0,0,
textual-serve,0,,0,0,
nvidia-cusolver,0,,0,0,
mypy-boto3-lexv2-models,0,,0,0,
auth0-python,0,,0,0,
sql-metadata,0,,0,0,
google-cloud-vectorsearch,0,,0,0,
django-ses,2,4.6,1,0,GHSA-qg36-9jxh-fj25;PYSEC-2023-82
mypy-boto3-mediatailor,0,,0,0,
portion,0,,0,0,
prefect-dbt,0,,0,0,
langgraph-api,0,,0,0,
pydispatcher,0,,0,0,
aws-embedded-metrics,0,,0,0,
azure-mgmt-security,0,,0,0,
simsimd,0,,0,0,
biotite,0,,0,0,
crawl4ai,14,10.0,1,1,GHSA-2jq4-q6vv-4cp3;GHSA-365w-hqf6-vxfg;GHSA-445m-27cf-gr3x;GHSA-4qqr-vv2q-cmr5;GHSA-5882-5rx9-xgxp;GHSA-6qhc-x826-342c;GHSA-7cx2-g3h9-382p;GHSA-f989-c77f-r2cq;GHSA-qxjp-w3pj-48m7;GHSA-r253-r9jw-qg44;GHSA-vx9w-5cx4-9796;GHSA-wm69-2pc3-rmmf;PYSEC-2026-33;PYSEC-2026-34
mypy-boto3-iotfleetwise,0,,0,0,
vertexai,0,,0,0,
lunarcalendar,0,,0,0,
dask-expr,0,,0,0,
azure-mgmt-datamigration,0,,0,0,
smartsheet-python-sdk,0,,0,0,
catkin-pkg,0,,0,0,
pywebpush,0,,0,0,
pylsqpack,0,,0,0,
mypy-boto3-deadline,0,,0,0,
watchtower,0,,0,0,
pywinrm,0,,0,0,
conan,0,,0,0,
crcengine,0,,0,0,
envoy-data-plane,0,,0,0,
granian,2,7.5,1,1,GHSA-f5p7-9fr5-8jmj;GHSA-vrg7-482j-p6f6
nvidia-cufft-cu12,0,,0,0,
azure-mgmt-datalake-analytics,0,,0,0,
aiosonic,0,,0,0,
mypy-boto3-aiops,0,,0,0,
pyserde,0,,0,0,
fastembed,0,,0,0,
curated-transformers,0,,0,0,
geonames,0,,0,0,
django-countries,0,,0,0,
aniso8601,0,,0,0,
alibabacloud-darabonba-map,0,,0,0,
cdk-nag,0,,0,0,
dbt-fabric,0,,0,0,
dbt-redshift,0,,0,0,
mypy-boto3-health,0,,0,0,
google-auth-stubs,0,,0,0,
comfyui-workflow-templates,0,,0,0,
mkdocs-macros-plugin,0,,0,0,
plux,0,,0,0,
causallib,0,,0,0,
xformers,0,,0,0,
mypy-boto3-rtbfabric,0,,0,0,
mypy-boto3-fms,0,,0,0,
mypy-boto3-medialive,0,,0,0,
mypy-boto3-route53-recovery-control-config,0,,0,0,
langchain-ollama,0,,0,0,
ddgs,0,,0,0,
growthbook,0,,0,0,
avalara,0,,0,0,
jellyfish,0,,0,0,
mypy-boto3-compute-optimizer,0,,0,0,
brotlipy,0,,0,0,
mypy-boto3-amplifybackend,0,,0,0,
flask-talisman,0,,0,0,
mdformat-gfm,0,,0,0,
pytest-testmon,0,,0,0,
slackify-markdown,0,,0,0,
filigran-sseclient,0,,0,0,
alembic-postgresql-enum,0,,0,0,
orderedmultidict,0,,0,0,
geopy,0,,0,0,
azure-eventgrid,0,,0,0,
pyairtable,0,,0,0,
pip-audit,0,,0,0,
mypy-boto3-workspaces,0,,0,0,
qiskit,2,9.8,1,1,GHSA-6m2c-76ff-6vrf;GHSA-fpmr-m242-xm7x
azure-mgmt-cognitiveservices,0,,0,0,
setuptools-golang,0,,0,0,
stagehand,0,,0,0,
progressbar2,0,,0,0,
alibabacloud-darabonba-string,0,,0,0,
functions-framework,0,,0,0,
apache-airflow-providers-dbt-cloud,0,,0,0,
azure-mgmt-synapse,0,,0,0,
azureml-core,0,,0,0,
nvidia-cufile-cu12,0,,0,0,
simple-gcp-object-downloader,0,,0,0,
pydocstyle,0,,0,0,
flupy,0,,0,0,
akeyless-cloud-id,0,,0,0,
boto,0,,0,0,
biotraj,0,,0,0,
azure-mgmt-appcontainers,0,,0,0,
anysqlite,0,,0,0,
aioice,0,,0,0,
sagemaker-train,0,,0,0,
line-bot-sdk,0,,0,0,
microsoft-security-utilities-secret-masker,0,,0,0,
mypy-boto3-opensearch,0,,0,0,
python-crfsuite,0,,0,0,
llama-index-embeddings-openai,0,,0,0,
pytest-watcher,0,,0,0,
bayesian-optimization,0,,0,0,
pytest-icdiff,0,,0,0,
django-tables2,0,,0,0,
polyfile-weave,0,,0,0,
poetry-plugin-export,0,,0,0,
pillow-avif-plugin,0,,0,0,
open-clip-torch,0,,0,0,
awscli-local,0,,0,0,
google-apps-meet,0,,0,0,
mypy-boto3-appstream,0,,0,0,
sphinx-argparse,0,,0,0,
mypy-boto3-kinesis-video-webrtc-storage,0,,0,0,
django-redis,0,,0,0,
mypy-boto3-oam,0,,0,0,
async-generator,0,,0,0,
starlette-context,0,,0,0,
nvidia-cusparselt-cu12,0,,0,0,
dependency-groups,0,,0,0,
pylint-plugin-utils,0,,0,0,
terminaltables,0,,0,0,
scantree,0,,0,0,
mypy-boto3-marketplace-reporting,0,,0,0,
cloudscraper,0,,0,0,
result,0,,0,0,
pytest-html,0,,0,0,
pathlib-mate,0,,0,0,
opentelemetry-instrumentation-milvus,0,,0,0,
mypy-boto3-memorydb,0,,0,0,
requests-sigv4,0,,0,0,
ta-lib,0,,0,0,
keyrings-google-artifactregistry-auth,0,,0,0,
django-auditlog,0,,0,0,
apache-airflow-providers-postgres,0,,0,0,
stix2,0,,0,0,
pytest-custom-exit-code,0,,0,0,
mypy-boto3-billing,0,,0,0,
mypy-boto3-budgets,0,,0,0,
detect-agent,0,,0,0,
dpkt,0,,0,0,
semchunk,0,,0,0,
fhir-resources,0,,0,0,
ansible,130,9.8,1,1,GHSA-2pfh-q76x-gwvm;GHSA-3c67-gc48-983w;GHSA-3m8p-xpm6-8ww3;GHSA-3m93-m4q6-mc6v;GHSA-3xvg-x47j-x75w;GHSA-49m5-2838-q2rv;GHSA-4cvm-5776-jx9f;GHSA-4r65-35qq-ch8j;GHSA-588w-w6mv-3cw5;GHSA-5g4v-2pc6-4hh4;GHSA-5rrg-rr89-x9mv;GHSA-5xm4-jmpw-p6j3;GHSA-64cw-m57j-65xj;GHSA-6667-f46p-pg88;GHSA-66c7-5pwv-mm3j;GHSA-6fq2-x65v-v9h7;GHSA-74vq-h4q8-x6jv;GHSA-77g3-3j5w-64w4;GHSA-785x-qw4v-6872;GHSA-86hp-cj9j-33vv;GHSA-893h-35v4-mxqx;GHSA-8f4m-hccc-8qph;GHSA-8ggh-xwr9-3373;GHSA-923p-fr2c-g5m2;GHSA-9x6q-5423-w5v9;GHSA-cmwx-9m2h-x7v4;GHSA-cpx3-93w7-457x;GHSA-cqmr-rcpr-cxh3;GHSA-f556-49jc-4rvc;GHSA-f85h-23mf-2fwh;GHSA-fc4h-467w-46rh;GHSA-fh5v-5f35-2rv2;GHSA-fj24-ghp9-39v3;GHSA-frxj-5j27-f8rf;GHSA-g4mq-6fp5-qwcf;GHSA-gfr2-qpxh-qj9m;GHSA-grgm-pph5-j5h7;GHSA-gwr8-5j83-483c;GHSA-h39q-95q5-9jfp;GHSA-h653-95qw-h2mp;GHSA-hwrm-63v2-42g4;GHSA-j2h6-73x8-22c4;GHSA-j569-fghw-f9rx;GHSA-j667-c2hm-f2wp;GHSA-jg4f-jqm5-4mgq;GHSA-jpvw-p8pr-9g2x;GHSA-jwcc-j78w-j73w;GHSA-m429-fhmv-c6q2;GHSA-m956-frf4-m2wr;GHSA-p62g-jhg6-v3rq;GHSA-p75j-wc34-527c;GHSA-pcqv-c46v-2p4v;GHSA-pm48-cvv2-29q5;GHSA-qg47-5px9-32g7;GHSA-r6h7-5pq2-j77h;GHSA-rh6x-qvg7-rrmj;GHSA-v735-2pp6-h86r;GHSA-vcg8-98q8-g7mj;GHSA-vp9j-rghq-8jhh;GHSA-w578-j992-554x;GHSA-w64c-pxjj-h866;GHSA-wqq5-c89p-3wc3;GHSA-wv5p-gmmv-wh9v;GHSA-wwwh-47wp-m522;GHSA-x4cm-m36h-c6qj;GHSA-x7jh-595q-wq82;PYSEC-2013-1;PYSEC-2013-2;PYSEC-2015-1;PYSEC-2016-1;PYSEC-2017-2;PYSEC-2017-3;PYSEC-2017-4;PYSEC-2018-36;PYSEC-2018-37;PYSEC-2018-38;PYSEC-2018-39;PYSEC-2018-40;PYSEC-2018-41;PYSEC-2018-42;PYSEC-2018-43;PYSEC-2018-44;PYSEC-2018-58;PYSEC-2018-60;PYSEC-2018-81;PYSEC-2019-141;PYSEC-2019-145;PYSEC-2019-146;PYSEC-2019-171;PYSEC-2019-2;PYSEC-2019-3;PYSEC-2019-4;PYSEC-2019-5;PYSEC-2020-1;PYSEC-2020-10;PYSEC-2020-11;PYSEC-2020-12;PYSEC-2020-13;PYSEC-2020-160;PYSEC-2020-161;PYSEC-2020-198;PYSEC-2020-199;PYSEC-2020-2;PYSEC-2020-200;PYSEC-2020-201;PYSEC-2020-202;PYSEC-2020-203;PYSEC-2020-204;PYSEC-2020-205;PYSEC-2020-206;PYSEC-2020-207;PYSEC-2020-208;PYSEC-2020-209;PYSEC-2020-210;PYSEC-2020-220;PYSEC-2020-3;PYSEC-2020-4;PYSEC-2020-5;PYSEC-2020-6;PYSEC-2020-7;PYSEC-2020-8;PYSEC-2020-9;PYSEC-2021-1;PYSEC-2021-105;PYSEC-2021-106;PYSEC-2021-107;PYSEC-2021-124;PYSEC-2021-126;PYSEC-2021-358;PYSEC-2022-164
ccxt,0,,0,0,
fastapi-mail,0,,0,0,
striprtf,0,,0,0,
ollama,0,,0,0,
arro3-core,0,,0,0,
aioquic,0,,0,0,
mypy-boto3-comprehend,0,,0,0,
dotty-dict,0,,0,0,
aws-lambda-powertools,0,,0,0,
types-boto3-s3,0,,0,0,
sqlalchemy-json,0,,0,0,
b2luigi,0,,0,0,
purecloudplatformclientv2,0,,0,0,
pytest-aiohttp,0,,0,0,
google-cloud-alloydb,0,,0,0,
python-lsp-jsonrpc,0,,0,0,
azure-functions-durable,0,,0,0,
esp-idf-kconfig,0,,0,0,
mypy-boto3-resource-explorer-2,0,,0,0,
jupyter-packaging,0,,0,0,
bokeh,1,8.0,1,1,GHSA-793v-589g-574v
honcho,0,,0,0,
pyquery,0,,0,0,
tcolorpy,0,,0,0,
pytest-datadir,0,,0,0,
catboost,0,,0,0,
traittypes,0,,0,0,
levenshtein,0,,0,0,
types-redis,0,,0,0,
alibabacloud-darabonba-array,0,,0,0,
mypy-boto3-s3outposts,0,,0,0,
clickhouse-pool,0,,0,0,
lancedb,0,,0,0,
pyxbe,0,,0,0,
iterative-telemetry,0,,0,0,
pytest-testinfra,0,,0,0,
nixl,0,,0,0,
dateutils,0,,0,0,
qtconsole,0,,0,0,
opentelemetry-exporter-zipkin-json,0,,0,0,
pynetbox,0,,0,0,
nvidia-curand-cu12,0,,0,0,
django-rest-polymorphic,0,,0,0,
culsans,0,,0,0,
azure-mgmt-resource-templatespecs,0,,0,0,
lm-eval,0,,0,0,
flagsmith,0,,0,0,
bio,0,,0,0,
mypy-boto3-sso,0,,0,0,
mypy-boto3-secretsmanager,0,,0,0,
awkward,0,,0,0,
accessible-pygments,0,,0,0,
azure-functions,0,,0,0,
icmplib,0,,0,0,
unitycatalog-openai,0,,0,0,
pandera,0,,0,0,
nvidia-cuda-cccl,0,,0,0,
pywinauto,0,,0,0,
model-bakery,0,,0,0,
mypy-boto3-snow-device-management,0,,0,0,
usaddress,0,,0,0,
resiliparse,0,,0,0,
fasttext-numpy2,0,,0,0,
docusign-esign,0,,0,0,
oslo-utils,3,4.9,1,0,GHSA-v933-vx5p-j7w2;GHSA-wmqq-r32m-87c5;PYSEC-2022-258
pytest-test-groups,0,,0,0,
dash-ag-grid,0,,0,0,
mdformat,0,,0,0,
blobfile,0,,0,0,
apache-airflow-providers-sqlite,0,,0,0,
scikit-build,0,,0,0,
bump2version,0,,0,0,
mypy-boto3-personalize-runtime,0,,0,0,
ml-collections,0,,0,0,
django-allauth,6,6.1,1,0,GHSA-2jpr-83rg-v67j;GHSA-8m3c-c723-h4p4;GHSA-qhmc-3mvr-f2j4;PYSEC-2025-110;PYSEC-2025-111;PYSEC-2026-56
mypy-boto3-cloudformation,0,,0,0,
txaio,0,,0,0,
mcp-server-qdrant,0,,0,0,
perplexityai,0,,0,0,
evergreen-py,0,,0,0,
azure-mgmt-trafficmanager,0,,0,0,
lm-format-enforcer,0,,0,0,
forbiddenfruit,0,,0,0,
django-waffle,0,,0,0,
scikit-network,0,,0,0,
delta-spark,0,,0,0,
pytest-pretty,0,,0,0,
mypy-boto3-events,0,,0,0,
requests-unixsocket,0,,0,0,
tensorflow-text,0,,0,0,
azure-mgmt-managementgroups,0,,0,0,
nbstripout,0,,0,0,
ansiwrap,0,,0,0,
fastprogress,0,,0,0,
duckduckgo-search,0,,0,0,
opentelemetry-instrumentation-marqo,0,,0,0,
litestar,10,8.2,1,1,GHSA-2p2x-hpg8-cqp2;GHSA-3qmc-cj7q-62hv;GHSA-542p-wvx7-72m4;GHSA-674p-xv2x-rf3g;GHSA-83pv-qr33-2vcf;GHSA-93ph-p7v4-hwh4;GHSA-gjcc-jvgw-wvwj;GHSA-hm36-ffrh-c77c;GHSA-vxqx-rh46-q2pg;PYSEC-2024-178
mypy-boto3-artifact,0,,0,0,
addict,0,,0,0,
vasprun-xml,0,,0,0,
cftime,0,,0,0,
flake8-bugbear,0,,0,0,
mypy-boto3-billingconductor,0,,0,0,
ldfparser,0,,0,0,
sentinels,0,,0,0,
google-cloud-functions,0,,0,0,
htmldocx,0,,0,0,
pywavelets,0,,0,0,
streamlit-aggrid,0,,0,0,
asana,0,,0,0,
check-manifest,0,,0,0,
spacy,0,,0,0,
apache-airflow-providers-docker,1,8.8,1,1,GHSA-746v-hfh2-xphm
mypy-boto3-chime-sdk-voice,0,,0,0,
transitions,0,,0,0,
ldaptor,0,,0,0,
hatchet-sdk,0,,0,0,
cle,0,,0,0,
pox,0,,0,0,
hatch-fancy-pypi-readme,0,,0,0,
mypy-boto3-osis,0,,0,0,
httpcore2,0,,0,0,
pylint-django,0,,0,0,
copier,6,7.1,1,1,GHSA-3xw7-v6cj-5q8h;GHSA-4fqp-r85r-hxqh;GHSA-85v3-4m8g-hrh6;GHSA-hgjq-p8cr-gg4h;GHSA-p7q8-grrj-3m8w;GHSA-xjhm-gp88-8pfx
docx2pdf,0,,0,0,
sqlalchemy-redshift,0,,0,0,
testcontainers,0,,0,0,
snakeviz,0,,0,0,
pyviz-comms,0,,0,0,
markitdown,0,,0,0,
mypy-boto3-personalize,0,,0,0,
bc-jsonpath-ng,0,,0,0,
xenon,0,,0,0,
locust,2,6.1,1,0,GHSA-vqxw-9pg7-v7v9;PYSEC-2020-60
docformatter,0,,0,0,
opentelemetry-instrumentation-weaviate,0,,0,0,
mypy-boto3-resiliencehub,0,,0,0,
timple,0,,0,0,
strawberry-graphql,10,8.0,1,1,GHSA-5xh2-23cc-5jc6;GHSA-79gp-q4wv-33fr;GHSA-fr49-mhgj-crfc;GHSA-hv3w-m4g2-5x77;GHSA-qfwv-87qj-98xq;GHSA-vpwc-v33q-mq89;GHSA-x97m-qp5c-w9xj;PYSEC-2024-171;PYSEC-2026-133;PYSEC-2026-134
aws-cdk-asset-kubectl-v20,0,,0,0,
csscompressor,0,,0,0,
azure-monitor-ingestion,0,,0,0,
flask-migrate,0,,0,0,
elementary-data,1,,1,0,MAL-2026-3083
daytona-toolbox-api-client-async,0,,0,0,
mypy-boto3-license-manager,0,,0,0,
pypeln,0,,0,0,
vertica-python,0,,0,0,
python-socks,0,,0,0,
django-taggit,0,,0,0,
interrogate,0,,0,0,
sagemaker-data-insights,0,,0,0,
properdocs,0,,0,0,
icdiff,0,,0,0,
flatten-dict,0,,0,0,
google-cloud-storage-transfer,0,,0,0,
airbyte-protocol-models-dataclasses,0,,0,0,
m3u8,0,,0,0,
ddsketch,0,,0,0,
