package,in_degree_centrality,out_degree_centrality,structural_metric,structural,pagerank,in_degree_centrality_norm,structural_norm,pagerank_norm,criticality_index,risk_score,combined_score,criticality_rank
ajsonrpc,0.00022594,0.00000000,katz,0.00150553,0.00012911,0.00045851,0.00025292,0.00005226,0.00022405,0.16779600,0.08401003,2180
polyline,0.00022594,0.00000000,katz,0.00150553,0.00012499,0.00045851,0.00025292,0.00000747,0.00020614,0.16780200,0.08400407,2181
sanic,0.00022594,0.00248531,katz,0.00150553,0.00013244,0.00045851,0.00025292,0.00008844,0.00023852,0.16774600,0.08399226,2182
whatthepatch,0.00022594,0.00000000,katz,0.00150553,0.00012593,0.00045851,0.00025292,0.00001769,0.00021022,0.16776300,0.08398661,2183
robotframework-pythonlibcore,0.00022594,0.00000000,katz,0.00150553,0.00012987,0.00045851,0.00025292,0.00006051,0.00022735,0.16770100,0.08396418,2184
vtk,0.00022594,0.00248531,katz,0.00150553,0.00012772,0.00045851,0.00025292,0.00003709,0.00021798,0.16765200,0.08393499,2185
latexcodec,0.00022594,0.00000000,katz,0.00150553,0.00015072,0.00045851,0.00025292,0.00028742,0.00031812,0.16751100,0.08391456,2186
betterproto2,0.00022594,0.00067781,katz,0.00151922,0.00013150,0.00045851,0.00027822,0.00007831,0.00024333,0.16747000,0.08385666,2187
pyramid-mako,0.00022594,0.00293719,katz,0.00150553,0.00013135,0.00045851,0.00025292,0.00007664,0.00023381,0.16738800,0.08381090,2188
update-checker,0.00022594,0.00112969,katz,0.00150553,0.00013751,0.00045851,0.00025292,0.00014371,0.00026063,0.16732500,0.08379282,2189
pyspark-client,0.00022594,0.00271125,katz,0.00150553,0.00012510,0.00045851,0.00025292,0.00000858,0.00020658,0.16730000,0.08375329,2190
django-compressor,0.00022594,0.00158156,katz,0.00150553,0.00013605,0.00045851,0.00025292,0.00012774,0.00025425,0.16693000,0.08359212,2191
scikit-base,0.00022594,0.00000000,katz,0.00150553,0.00013311,0.00045851,0.00025292,0.00009581,0.00024147,0.16693900,0.08359024,2192
types-jinja2,0.00022594,0.00022594,katz,0.00150553,0.00015072,0.00045851,0.00025292,0.00028742,0.00031812,0.16680800,0.08356306,2193
tensorflow-hub,0.00022594,0.00090375,katz,0.00150553,0.00012596,0.00045851,0.00025292,0.00001796,0.00021033,0.16687400,0.08354217,2194
super-collections,0.00022594,0.00022594,katz,0.00150553,0.00012837,0.00045851,0.00025292,0.00004422,0.00022084,0.16672700,0.08347392,2195
aqt,0.00022594,0.00677813,katz,0.00150553,0.00012702,0.00045851,0.00025292,0.00002948,0.00021494,0.16667400,0.08344447,2196
opentelemetry-instrumentation-writer,0.00022594,0.00225938,katz,0.00150553,0.00012563,0.00045851,0.00025292,0.00001437,0.00020890,0.16660100,0.08340495,2197
opentelemetry-instrumentation-agno,0.00022594,0.00225938,katz,0.00150553,0.00012563,0.00045851,0.00025292,0.00001437,0.00020890,0.16652800,0.08336845,2198
loro,0.00022594,0.00000000,katz,0.00150553,0.00012871,0.00045851,0.00025292,0.00004790,0.00022231,0.16651300,0.08336766,2199
yaml-config,0.00022594,0.00022594,katz,0.00150553,0.00013091,0.00045851,0.00025292,0.00007185,0.00023189,0.16639100,0.08331145,2200
dagster-dg-core,0.00022594,0.01355626,katz,0.00150553,0.00012551,0.00045851,0.00025292,0.00001306,0.00020838,0.16633200,0.08327019,2201
dataset,0.00022594,0.00158156,katz,0.00150553,0.00012642,0.00045851,0.00025292,0.00002299,0.00021235,0.16626400,0.08323817,2202
opentelemetry-exporter-zipkin-json,0.00022594,0.00248531,katz,0.00150553,0.00013244,0.00045851,0.00025292,0.00008844,0.00023852,0.16623000,0.08323426,2203
snapshot-restore-py,0.00022594,0.00000000,katz,0.00150553,0.00017714,0.00045851,0.00025292,0.00057483,0.00043308,0.16580900,0.08312104,2204
holoviews,0.00022594,0.00745594,katz,0.00150553,0.00012742,0.00045851,0.00025292,0.00003381,0.00021667,0.16594900,0.08308284,2205
pinecone-plugin-assistant,0.00022594,0.00112969,katz,0.00150553,0.00012630,0.00045851,0.00025292,0.00002169,0.00021183,0.16592200,0.08306691,2206
biotraj,0.00022594,0.00045188,katz,0.00150553,0.00013391,0.00045851,0.00025292,0.00010451,0.00024496,0.16587300,0.08305898,2207
hypothesis-graphql,0.00022594,0.00112969,katz,0.00150553,0.00012682,0.00045851,0.00025292,0.00002737,0.00021410,0.16588100,0.08304755,2208
keyrings-google-artifactregistry-auth,0.00000000,0.00519657,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.16609500,0.08304750,2209
hyperpyyaml,0.00022594,0.00067781,katz,0.00150553,0.00012709,0.00045851,0.00025292,0.00003025,0.00021525,0.16586400,0.08303963,2210
trampoline,0.00022594,0.00000000,katz,0.00150553,0.00015072,0.00045851,0.00025292,0.00028742,0.00031812,0.16573500,0.08302656,2211
isal,0.00022594,0.00000000,katz,0.00150553,0.00013135,0.00045851,0.00025292,0.00007664,0.00023381,0.16573900,0.08298640,2212
lsprotocol,0.00022594,0.00090375,katz,0.00150553,0.00014544,0.00045851,0.00025292,0.00022993,0.00029512,0.16564500,0.08297006,2213
filterpy,0.00022594,0.00000000,katz,0.00150553,0.00013487,0.00045851,0.00025292,0.00011497,0.00024914,0.16568000,0.08296457,2214
dnslib,0.00022594,0.00000000,katz,0.00150553,0.00012890,0.00045851,0.00025292,0.00004999,0.00022314,0.16564100,0.08293207,2215
coreforecast,0.00022594,0.00022594,katz,0.00150553,0.00012890,0.00045851,0.00025292,0.00004999,0.00022314,0.16562400,0.08292357,2216
paddlex,0.00022594,0.01129688,katz,0.00150553,0.00012616,0.00045851,0.00025292,0.00002017,0.00021122,0.16560600,0.08290861,2217
unpaddedbase64,0.00022594,0.00000000,katz,0.00150553,0.00012871,0.00045851,0.00025292,0.00004790,0.00022231,0.16538700,0.08280466,2218
requests-aws-sign,0.00022594,0.00248531,katz,0.00150553,0.00013311,0.00045851,0.00025292,0.00009581,0.00024147,0.16534200,0.08279174,2219
mapbox-earcut,0.00022594,0.00022594,katz,0.00150553,0.00012761,0.00045851,0.00025292,0.00003593,0.00021752,0.16533100,0.08277426,2220
ase,0.00022594,0.00271125,katz,0.00150553,0.00012660,0.00045851,0.00025292,0.00002499,0.00021315,0.16526900,0.08274107,2221
annotatedyaml,0.00045188,0.00067781,katz,0.00165608,0.00012607,0.00091701,0.00053114,0.00001921,0.00042284,0.16496700,0.08269492,2222
harfile,0.00022594,0.00000000,katz,0.00150553,0.00012682,0.00045851,0.00025292,0.00002737,0.00021410,0.16512700,0.08267055,2223
pyannote-audio,0.00022594,0.02078626,katz,0.00150553,0.00012529,0.00045851,0.00025292,0.00001074,0.00020745,0.16512100,0.08266422,2224
array-api-compat,0.00022594,0.00000000,katz,0.00150553,0.00012682,0.00045851,0.00025292,0.00002737,0.00021410,0.16509300,0.08265355,2225
docx2pdf,0.00022594,0.00022594,katz,0.00150553,0.00012560,0.00045851,0.00025292,0.00001402,0.00020876,0.16502300,0.08261588,2226
starlette-testclient,0.00022594,0.00203344,katz,0.00150553,0.00012682,0.00045851,0.00025292,0.00002737,0.00021410,0.16485300,0.08253355,2227
mitmproxy-rs,0.00022594,0.00022594,katz,0.00150553,0.00012666,0.00045851,0.00025292,0.00002555,0.00021337,0.16481100,0.08251218,2228
minify-html,0.00022594,0.00000000,katz,0.00150553,0.00012642,0.00045851,0.00025292,0.00002299,0.00021235,0.16478900,0.08250067,2229
molecule,0.00022594,0.00587438,katz,0.00150553,0.00012822,0.00045851,0.00025292,0.00004258,0.00022018,0.16477500,0.08249759,2230
pinotdb,0.00000000,0.00225938,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.16497600,0.08248800,2231
tcmlib,0.00022594,0.00000000,katz,0.00150553,0.00022997,0.00045851,0.00025292,0.00114966,0.00066301,0.16421300,0.08243801,2232
cwsandbox,0.00000000,0.00090375,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.16487000,0.08243500,2233
sqlitedict,0.00022594,0.00000000,katz,0.00150553,0.00012582,0.00045851,0.00025292,0.00001642,0.00020972,0.16443600,0.08232286,2234
pysher,0.00022594,0.00000000,katz,0.00150553,0.00012959,0.00045851,0.00025292,0.00005748,0.00022614,0.16432300,0.08227457,2235
lzallright,0.00022594,0.00000000,katz,0.00150553,0.00014544,0.00045851,0.00025292,0.00022993,0.00029512,0.16394400,0.08211956,2236
fast-depends,0.00022594,0.00090375,katz,0.00150553,0.00013605,0.00045851,0.00025292,0.00012774,0.00025425,0.16393800,0.08209612,2237
manifold3d,0.00022594,0.00022594,katz,0.00150553,0.00012761,0.00045851,0.00025292,0.00003593,0.00021752,0.16396700,0.08209226,2238
sklearn-compat,0.00022594,0.00112969,katz,0.00150553,0.00014192,0.00045851,0.00025292,0.00019161,0.00027979,0.16390400,0.08209190,2239
typish,0.00022594,0.00000000,katz,0.00150553,0.00022997,0.00045851,0.00025292,0.00114966,0.00066301,0.16350500,0.08208401,2240
opentelemetry-instrumentation-voyageai,0.00022594,0.00225938,katz,0.00150553,0.00012563,0.00045851,0.00025292,0.00001437,0.00020890,0.16395800,0.08208345,2241
apkinspector,0.00022594,0.00000000,katz,0.00150553,0.00012642,0.00045851,0.00025292,0.00002299,0.00021235,0.16392300,0.08206767,2242
grep-ast,0.00022594,0.00067781,katz,0.00150553,0.00012593,0.00045851,0.00025292,0.00001769,0.00021022,0.16386900,0.08203961,2243
pydynamodb,0.00022594,0.00203344,katz,0.00151922,0.00012556,0.00045851,0.00027822,0.00001360,0.00021744,0.16368100,0.08194922,2244
aws-lambda-builders,0.00022594,0.00067781,katz,0.00150553,0.00012555,0.00045851,0.00025292,0.00001353,0.00020856,0.16359200,0.08190028,2245
pycollada,0.00022594,0.00067781,katz,0.00150553,0.00012761,0.00045851,0.00025292,0.00003593,0.00021752,0.16350500,0.08186126,2246
homeassistant,0.00022594,0.02304564,katz,0.00150553,0.00012503,0.00045851,0.00025292,0.00000787,0.00020630,0.16350000,0.08185315,2247
verspec,0.00022594,0.00000000,katz,0.00150553,0.00012934,0.00045851,0.00025292,0.00005475,0.00022505,0.16333900,0.08178202,2248
litestar,0.00022594,0.00542250,katz,0.00150553,0.00012572,0.00045851,0.00025292,0.00001533,0.00020928,0.16319400,0.08170164,2249
oslo-config,0.00022594,0.00000000,katz,0.00150553,0.00012853,0.00045851,0.00025292,0.00004599,0.00022154,0.16311300,0.08166727,2250
stone,0.00022594,0.00112969,katz,0.00150553,0.00013751,0.00045851,0.00025292,0.00014371,0.00026063,0.16302800,0.08164432,2251
onecache,0.00022594,0.00000000,katz,0.00150553,0.00014544,0.00045851,0.00025292,0.00022993,0.00029512,0.16299100,0.08164306,2252
fluent-syntax,0.00022594,0.00022594,katz,0.00150553,0.00014544,0.00045851,0.00025292,0.00022993,0.00029512,0.16294100,0.08161806,2253
mplcursors,0.00022594,0.00248531,katz,0.00150553,0.00013091,0.00045851,0.00025292,0.00007185,0.00023189,0.16291200,0.08157195,2254
embreex,0.00022594,0.00022594,katz,0.00150553,0.00012761,0.00045851,0.00025292,0.00003593,0.00021752,0.16286000,0.08153876,2255
tilelang,0.00022594,0.00225938,katz,0.00150553,0.00012496,0.00045851,0.00025292,0.00000714,0.00020601,0.16273500,0.08147050,2256
mutf8,0.00022594,0.00000000,katz,0.00150553,0.00012642,0.00045851,0.00025292,0.00002299,0.00021235,0.16260400,0.08140817,2257
apify-shared,0.00022594,0.00000000,katz,0.00150553,0.00015072,0.00045851,0.00025292,0.00028742,0.00031812,0.16237100,0.08134456,2258
rfc3339,0.00022594,0.00000000,katz,0.00150553,0.00014192,0.00045851,0.00025292,0.00019161,0.00027979,0.16235600,0.08131790,2259
python-lsp-jsonrpc,0.00022594,0.00022594,katz,0.00150553,0.00013052,0.00045851,0.00025292,0.00006763,0.00023020,0.16237700,0.08130360,2260
types-click,0.00022594,0.00000000,katz,0.00150553,0.00015072,0.00045851,0.00025292,0.00028742,0.00031812,0.16222500,0.08127156,2261
svg-path,0.00022594,0.00000000,katz,0.00150553,0.00012761,0.00045851,0.00025292,0.00003593,0.00021752,0.16220000,0.08120876,2262
tentaclio,0.00022594,0.00497063,katz,0.00150553,0.00012822,0.00045851,0.00025292,0.00004258,0.00022018,0.16214100,0.08118059,2263
yggdrasil-engine,0.00022594,0.00000000,katz,0.00150553,0.00012911,0.00045851,0.00025292,0.00005226,0.00022405,0.16212900,0.08117653,2264
envoy-data-plane,0.00022594,0.00338906,katz,0.00150553,0.00012702,0.00045851,0.00025292,0.00002948,0.00021494,0.16213200,0.08117347,2265
visions,0.00022594,0.00180750,katz,0.00150553,0.00012642,0.00045851,0.00025292,0.00002299,0.00021235,0.16197800,0.08109517,2266
x-wr-timezone,0.00022594,0.00135563,katz,0.00150553,0.00013940,0.00045851,0.00025292,0.00016424,0.00026884,0.16183300,0.08105092,2267
scim2-filter-parser,0.00022594,0.00022594,katz,0.00150553,0.00014192,0.00045851,0.00025292,0.00019161,0.00027979,0.16177100,0.08102540,2268
impit,0.00022594,0.00000000,katz,0.00150553,0.00015072,0.00045851,0.00025292,0.00028742,0.00031812,0.16149400,0.08090606,2269
testtools,0.00022594,0.00000000,katz,0.00150553,0.00015953,0.00045851,0.00025292,0.00038322,0.00035644,0.16141700,0.08088672,2270
hdijupyterutils,0.00022594,0.02349751,katz,0.00150553,0.00012529,0.00045851,0.00025292,0.00001074,0.00020745,0.16153600,0.08087172,2271
pytest-datadir,0.00022594,0.00180750,katz,0.00150553,0.00013487,0.00045851,0.00025292,0.00011497,0.00024914,0.16149000,0.08086957,2272
python-telegram-bot,0.00000000,0.00180750,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.16166800,0.08083400,2273
unitycatalog-langchain,0.00022594,0.01423407,katz,0.00150553,0.00012498,0.00045851,0.00025292,0.00000728,0.00020606,0.16145500,0.08083053,2274
anndata,0.00022594,0.00000000,katz,0.00150553,0.00012682,0.00045851,0.00025292,0.00002737,0.00021410,0.16141100,0.08081255,2275
wagtail,0.00022594,0.00700407,katz,0.00150553,0.00012742,0.00045851,0.00025292,0.00003381,0.00021667,0.16125400,0.08073534,2276
pygdbmi,0.00022594,0.00000000,katz,0.00150553,0.00012959,0.00045851,0.00025292,0.00005748,0.00022614,0.16110400,0.08066507,2277
readabilipy,0.00022594,0.00180750,katz,0.00150553,0.00012671,0.00045851,0.00025292,0.00002613,0.00021360,0.16105300,0.08063330,2278
vhacdx,0.00022594,0.00022594,katz,0.00150553,0.00012761,0.00045851,0.00025292,0.00003593,0.00021752,0.16102700,0.08062226,2279
openstacksdk,0.00022594,0.00000000,katz,0.00150553,0.00012682,0.00045851,0.00025292,0.00002737,0.00021410,0.16094100,0.08057755,2280
word2number,0.00022594,0.00000000,katz,0.00150553,0.00012582,0.00045851,0.00025292,0.00001642,0.00020972,0.16091800,0.08056386,2281
pylink-square,0.00022594,0.00045188,katz,0.00150553,0.00012871,0.00045851,0.00025292,0.00004790,0.00022231,0.16087100,0.08054666,2282
oslo-serialization,0.00022594,0.00000000,katz,0.00150553,0.00012853,0.00045851,0.00025292,0.00004599,0.00022154,0.16080000,0.08051077,2283
sqlalchemy-adapter,0.00022594,0.00158156,katz,0.00150553,0.00012539,0.00045851,0.00025292,0.00001173,0.00020784,0.16075800,0.08048292,2284
python-jose,0.00000000,0.00090375,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.16078500,0.08039250,2285
itypes,0.00022594,0.00000000,katz,0.00150553,0.00013751,0.00045851,0.00025292,0.00014371,0.00026063,0.16051300,0.08038682,2286
sagemaker-mlops,0.00022594,0.03389065,katz,0.00150553,0.00012501,0.00045851,0.00025292,0.00000761,0.00020619,0.16056300,0.08038460,2287
esptool,0.00022594,0.00384094,katz,0.00150553,0.00012959,0.00045851,0.00025292,0.00005748,0.00022614,0.16046200,0.08034407,2288
django-pglock,0.00022594,0.00112969,katz,0.00150553,0.00014192,0.00045851,0.00025292,0.00019161,0.00027979,0.16039900,0.08033940,2289
decopatch,0.00022594,0.00022594,katz,0.00150553,0.00013487,0.00045851,0.00025292,0.00011497,0.00024914,0.16038900,0.08031907,2290
rpyc,0.00022594,0.00022594,katz,0.00150553,0.00012742,0.00045851,0.00025292,0.00003381,0.00021667,0.16027600,0.08024634,2291
cliff,0.00022594,0.00271125,katz,0.00150553,0.00012682,0.00045851,0.00025292,0.00002737,0.00021410,0.16021900,0.08021655,2292
pytest-docker-tools,0.00022594,0.00316313,katz,0.00150553,0.00012751,0.00045851,0.00025292,0.00003484,0.00021708,0.16017900,0.08019804,2293
lunardate,0.00022594,0.00000000,katz,0.00150553,0.00014192,0.00045851,0.00025292,0.00019161,0.00027979,0.16009300,0.08018640,2294
llama-index-indices-managed-llama-cloud,0.00000000,0.01491188,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.16028000,0.08014000,2295
traceback2,0.00022594,0.00022594,katz,0.00150553,0.00015072,0.00045851,0.00025292,0.00028742,0.00031812,0.15990100,0.08010956,2296
docopt-ng,0.00022594,0.00000000,katz,0.00150553,0.00017714,0.00045851,0.00025292,0.00057483,0.00043308,0.15974500,0.08008904,2297
fancycompleter,0.00022594,0.00022594,katz,0.00150553,0.00015953,0.00045851,0.00025292,0.00038322,0.00035644,0.15956200,0.07995922,2298
phik,0.00022594,0.00316313,katz,0.00150553,0.00012642,0.00045851,0.00025292,0.00002299,0.00021235,0.15967700,0.07994467,2299
apify-fingerprint-datapoints,0.00022594,0.00000000,katz,0.00150553,0.00015953,0.00045851,0.00025292,0.00038322,0.00035644,0.15942500,0.07989072,2300
marshmallow-union,0.00022594,0.00067781,katz,0.00150553,0.00012499,0.00045851,0.00025292,0.00000747,0.00020614,0.15956300,0.07988457,2301
robust-downloader,0.00022594,0.00158156,katz,0.00150553,0.00013605,0.00045851,0.00025292,0.00012774,0.00025425,0.15949900,0.07987662,2302
prawcore,0.00022594,0.00112969,katz,0.00150553,0.00013751,0.00045851,0.00025292,0.00014371,0.00026063,0.15946600,0.07986332,2303
smg-grpc-proto,0.00022594,0.00067781,katz,0.00150553,0.00014192,0.00045851,0.00025292,0.00019161,0.00027979,0.15939200,0.07983590,2304
fastdiff,0.00022594,0.00045188,katz,0.00150553,0.00014544,0.00045851,0.00025292,0.00022993,0.00029512,0.15933700,0.07981606,2305
pact-python-ffi,0.00022594,0.00045188,katz,0.00150553,0.00013751,0.00045851,0.00025292,0.00014371,0.00026063,0.15932300,0.07979182,2306
types-werkzeug,0.00022594,0.00000000,katz,0.00150553,0.00015072,0.00045851,0.00025292,0.00028742,0.00031812,0.15922400,0.07977106,2307
plux,0.00022594,0.00000000,katz,0.00150553,0.00012890,0.00045851,0.00025292,0.00004999,0.00022314,0.15928900,0.07975607,2308
columnar,0.00022594,0.00045188,katz,0.00150553,0.00013391,0.00045851,0.00025292,0.00010451,0.00024496,0.15905500,0.07964998,2309
flupy,0.00022594,0.00022594,katz,0.00150553,0.00013605,0.00045851,0.00025292,0.00012774,0.00025425,0.15899400,0.07962412,2310
ocspbuilder,0.00022594,0.00045188,katz,0.00150553,0.00015072,0.00045851,0.00025292,0.00028742,0.00031812,0.15892900,0.07962356,2311
moto,0.00000000,0.00451875,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.15922500,0.07961250,2312
jupyter-ydoc,0.00022594,0.00112969,katz,0.00150553,0.00012610,0.00045851,0.00025292,0.00001949,0.00021094,0.15900500,0.07960797,2313
scooby,0.00022594,0.00000000,katz,0.00150553,0.00012772,0.00045851,0.00025292,0.00003709,0.00021798,0.15889300,0.07955549,2314
darkdetect,0.00022594,0.00000000,katz,0.00150553,0.00017714,0.00045851,0.00025292,0.00057483,0.00043308,0.15837500,0.07940404,2315
tonyg-rfc3339,0.00022594,0.00000000,katz,0.00150553,0.00012987,0.00045851,0.00025292,0.00006051,0.00022735,0.15853500,0.07938118,2316
application-properties,0.00022594,0.00090375,katz,0.00150553,0.00013391,0.00045851,0.00025292,0.00010451,0.00024496,0.15844900,0.07934698,2317
shillelagh,0.00022594,0.00451875,katz,0.00150553,0.00012499,0.00045851,0.00025292,0.00000747,0.00020614,0.15847400,0.07934007,2318
jinja2-ansible-filters,0.00022594,0.00067781,katz,0.00150553,0.00012959,0.00045851,0.00025292,0.00005748,0.00022614,0.15832700,0.07927657,2319
tqdm-loggable,0.00022594,0.00022594,katz,0.00150553,0.00012551,0.00045851,0.00025292,0.00001306,0.00020838,0.15826700,0.07923769,2320
fastsafetensors,0.00022594,0.00180750,katz,0.00150553,0.00012496,0.00045851,0.00025292,0.00000714,0.00020601,0.15825800,0.07923200,2321
clikit,0.00022594,0.00067781,katz,0.00150553,0.00012987,0.00045851,0.00025292,0.00006051,0.00022735,0.15804900,0.07913818,2322
ibm-cos-sdk,0.00022594,0.00225938,katz,0.00150553,0.00012853,0.00045851,0.00025292,0.00004599,0.00022154,0.15792800,0.07907477,2323
plum-dispatch,0.00022594,0.00135563,katz,0.00150553,0.00013311,0.00045851,0.00025292,0.00009581,0.00024147,0.15786100,0.07905124,2324
databricks-sqlalchemy,0.00000000,0.00519657,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.15802100,0.07901050,2325
pydantic-ai,0.00000000,0.03298690,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.15801000,0.07900500,2326
iminuit,0.00045188,0.00022594,katz,0.00164240,0.00013202,0.00091701,0.00050585,0.00008397,0.00043989,0.15741000,0.07892494,2327
