package,in_degree_centrality,out_degree_centrality,betweenness,pagerank,in_degree_centrality_norm,betweenness_norm,pagerank_norm,criticality_index,risk_score,combined_score,criticality_rank
mypy-boto3-glacier,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09465801,0.04732901,3499
mypy-boto3-ecr-public,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09465641,0.04732820,3500
mypy-boto3-waf-regional,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09464978,0.04732489,3501
mypy-boto3-fsx,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09463409,0.04731704,3502
mypy-boto3-grafana,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09463277,0.04731638,3503
mypy-boto3-bedrock-agentcore-control,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09463124,0.04731562,3504
mypy-boto3-serverlessrepo,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09462061,0.04731031,3505
protoc-gen-openapiv2,0.00000000,0.00045188,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09461682,0.04730841,3506
mypy-boto3-support,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09459785,0.04729892,3507
mypy-boto3-resource-groups,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09458305,0.04729153,3508
mypy-boto3-pinpoint,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09458181,0.04729090,3509
pydantic-to-typescript,0.00000000,0.00112969,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09456816,0.04728408,3510
brotlipy,0.00000000,0.00045188,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09456789,0.04728394,3511
skl2onnx,0.00000000,0.00203344,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09456157,0.04728078,3512
mypy-boto3-healthlake,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09456128,0.04728064,3513
mypy-boto3-mq,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09455880,0.04727940,3514
flake8-isort,0.00000000,0.00112969,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09455695,0.04727847,3515
mypy-boto3-iotwireless,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09455554,0.04727777,3516
mypy-boto3-kinesisanalytics,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09455409,0.04727705,3517
mypy-boto3-pi,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09455069,0.04727535,3518
harbor,0.00000000,0.02304564,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09454937,0.04727468,3519
mypy-boto3-license-manager,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09454539,0.04727269,3520
mypy-boto3-kinesisanalyticsv2,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09454513,0.04727256,3521
mypy-boto3-servicecatalog,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09453264,0.04726632,3522
model-bakery,0.00000000,0.00090375,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09453235,0.04726617,3523
mypy-boto3-imagebuilder,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09453096,0.04726548,3524
mypy-boto3-kendra,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09451547,0.04725773,3525
mypy-boto3-appstream,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09450498,0.04725249,3526
mypy-boto3-compute-optimizer,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09450049,0.04725024,3527
confuse,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09449911,0.04724956,3528
mypy-boto3-ec2-instance-connect,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09449732,0.04724866,3529
mypy-boto3-ivs-realtime,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09449297,0.04724649,3530
open3d,0.00000000,0.01626751,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09448862,0.04724431,3531
mypy-boto3-workmailmessageflow,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09448633,0.04724317,3532
mypy-boto3-globalaccelerator,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09448422,0.04724211,3533
mypy-boto3-workdocs,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09448370,0.04724185,3534
mypy-boto3-workmail,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09447745,0.04723872,3535
mypy-boto3-appmesh,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09447002,0.04723501,3536
mypy-boto3-devicefarm,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09446493,0.04723247,3537
mypy-boto3-vpc-lattice,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09445736,0.04722868,3538
mypy-boto3-chime,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09445428,0.04722714,3539
mypy-boto3-marketplace-entitlement,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09445241,0.04722621,3540
mypy-boto3-meteringmarketplace,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09445065,0.04722533,3541
mypy-boto3-verifiedpermissions,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09444830,0.04722415,3542
mypy-boto3-application-insights,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09444694,0.04722347,3543
mypy-boto3-emr-containers,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09444508,0.04722254,3544
azure-multiapi-storage,0.00000000,0.00384094,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09444342,0.04722171,3545
mypy-boto3-autoscaling-plans,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09444174,0.04722087,3546
mypy-boto3-budgets,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09444174,0.04722087,3547
stable-baselines3,0.00000000,0.00384094,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09442520,0.04721260,3548
pyupgrade,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09442467,0.04721233,3549
drf-extensions,0.00000000,0.00135563,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09442220,0.04721110,3550
mypy-boto3-customer-profiles,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09442088,0.04721044,3551
mypy-boto3-datazone,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09441859,0.04720929,3552
mypy-boto3-wellarchitected,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09441744,0.04720872,3553
mypy-boto3-amplifybackend,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09441368,0.04720684,3554
mypy-boto3-datasync,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09441168,0.04720584,3555
pytest-docker,0.00000000,0.00203344,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09441047,0.04720524,3556
mypy-boto3-cloud9,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09440781,0.04720390,3557
mypy-boto3-medialive,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09440767,0.04720384,3558
mypy-boto3-auditmanager,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09440592,0.04720296,3559
mypy-boto3-cloudsearch,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09440403,0.04720202,3560
mypy-boto3-synthetics,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09440261,0.04720130,3561
mypy-boto3-geo-places,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09440165,0.04720082,3562
mypy-boto3-amp,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09440100,0.04720050,3563
langgraph-checkpoint-mongodb,0.00000000,0.01016719,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09439642,0.04719821,3564
mypy-boto3-storagegateway,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09439373,0.04719686,3565
mypy-boto3-lex-models,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09439219,0.04719610,3566
mypy-boto3-codestar-notifications,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09439042,0.04719521,3567
mypy-boto3-location,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09439039,0.04719520,3568
mypy-boto3-forecast,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09439023,0.04719511,3569
mypy-boto3-cloudhsmv2,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09438967,0.04719483,3570
mypy-boto3-connectparticipant,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09438967,0.04719483,3571
azureml-core,0.00000000,0.01242657,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09438955,0.04719478,3572
mypy-boto3-route53domains,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09438939,0.04719469,3573
mypy-boto3-swf,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09438605,0.04719303,3574
mypy-boto3-codeguru-reviewer,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09438592,0.04719296,3575
mypy-boto3-cloudsearchdomain,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09438356,0.04719178,3576
mypy-boto3-codestar-connections,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09438222,0.04719111,3577
mypy-boto3-gamelift,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09438218,0.04719109,3578
mypy-boto3-cur,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09438215,0.04719108,3579
mypy-boto3-groundstation,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09437778,0.04718889,3580
mypy-boto3-appintegrations,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09437636,0.04718818,3581
mypy-boto3-clouddirectory,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09437551,0.04718776,3582
mypy-boto3-codeguruprofiler,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09437504,0.04718752,3583
mypy-boto3-datapipeline,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09437470,0.04718735,3584
mypy-boto3-workspaces-web,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09436466,0.04718233,3585
mypy-boto3-discovery,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09436359,0.04718180,3586
mypy-boto3-braket,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09435730,0.04717865,3587
mypy-boto3-medical-imaging,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09435651,0.04717826,3588
mypy-boto3-cloudhsm,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09435576,0.04717788,3589
mypy-boto3-sdb,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09435565,0.04717782,3590
mypy-boto3-keyspaces,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09435373,0.04717686,3591
mypy-boto3-shield,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09435063,0.04717531,3592
mypy-boto3-detective,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09434930,0.04717465,3593
mypy-boto3-qbusiness,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09434882,0.04717441,3594
mypy-boto3-application-signals,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09434537,0.04717269,3595
mypy-boto3-amplifyuibuilder,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09434353,0.04717177,3596
mypy-boto3-cognito-sync,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09434328,0.04717164,3597
mypy-boto3-applicationcostprofiler,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09434246,0.04717123,3598
mypy-boto3-inspector,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09434124,0.04717062,3599
mypy-boto3-wisdom,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09433858,0.04716929,3600
mypy-boto3-cleanrooms,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09433781,0.04716890,3601
mypy-boto3-kinesisvideo,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09433432,0.04716716,3602
mypy-boto3-voice-id,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09433321,0.04716661,3603
mypy-boto3-connectcases,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09433179,0.04716589,3604
flask-openid,0.00000000,0.00248531,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09433131,0.04716566,3605
mypy-boto3-bedrock-data-automation,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09433093,0.04716547,3606
mypy-boto3-snowball,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09432984,0.04716492,3607
tentaclio-s3,0.00000000,0.00610032,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09432983,0.04716491,3608
mypy-boto3-kinesis-video-signaling,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09432974,0.04716487,3609
mypy-boto3-appfabric,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09432969,0.04716484,3610
mypy-boto3-frauddetector,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09432837,0.04716419,3611
mypy-boto3-lightsail,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09432357,0.04716179,3612
mypy-boto3-iotsitewise,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09432068,0.04716034,3613
mypy-boto3-mediaconnect,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09432056,0.04716028,3614
mypy-boto3-workspaces-thin-client,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09431913,0.04715956,3615
mypy-boto3-devops-guru,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09431910,0.04715955,3616
mypy-boto3-iotsecuretunneling,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09431809,0.04715904,3617
mypy-boto3-apprunner,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09431556,0.04715778,3618
adbc-driver-postgresql,0.00000000,0.00090375,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09431303,0.04715651,3619
mypy-boto3-health,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09431201,0.04715600,3620
mypy-boto3-connect-contact-lens,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09430922,0.04715461,3621
mypy-boto3-backup-gateway,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09430863,0.04715432,3622
onnx2tf,0.00000000,0.00677813,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09430833,0.04715416,3623
mypy-boto3-b2bi,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09430633,0.04715316,3624
mypy-boto3-iotthingsgraph,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09430619,0.04715309,3625
mypy-boto3-trustedadvisor,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09430602,0.04715301,3626
mypy-boto3-iotevents,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09430505,0.04715253,3627
mypy-boto3-arc-zonal-shift,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09430378,0.04715189,3628
mypy-boto3-deadline,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09429997,0.04714998,3629
mypy-boto3-greengrass,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09429988,0.04714994,3630
mypy-boto3-polly,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09429791,0.04714896,3631
mypy-boto3-billingconductor,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09429546,0.04714773,3632
mypy-boto3-resource-explorer-2,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09429320,0.04714660,3633
mypy-boto3-cleanroomsml,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09429112,0.04714556,3634
mypy-boto3-bedrock-data-automation-runtime,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09428961,0.04714481,3635
mypy-boto3-databrew,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09428497,0.04714248,3636
mypy-boto3-chime-sdk-messaging,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09428362,0.04714181,3637
mypy-boto3-codeconnections,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09428321,0.04714160,3638
mypy-boto3-inspector2,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09428152,0.04714076,3639
mypy-boto3-mturk,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09428008,0.04714004,3640
mypy-boto3-chime-sdk-meetings,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09427902,0.04713951,3641
mypy-boto3-kinesis-video-archived-media,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09427895,0.04713947,3642
mypy-boto3-bcm-data-exports,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09427736,0.04713868,3643
mypy-boto3-ssm-incidents,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09427467,0.04713734,3644
mypy-boto3-iotevents-data,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09427309,0.04713654,3645
mypy-boto3-forecastquery,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09427296,0.04713648,3646
mypy-boto3-ssm-contacts,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09427232,0.04713616,3647
mypy-boto3-managedblockchain,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09427102,0.04713551,3648
mypy-boto3-marketplace-catalog,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09426960,0.04713480,3649
mypy-boto3-artifact,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09426931,0.04713465,3650
mypy-boto3-network-firewall,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09426926,0.04713463,3651
mypy-boto3-mediapackage,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09426751,0.04713375,3652
mypy-boto3-importexport,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09426742,0.04713371,3653
mypy-boto3-iot-jobs-data,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09426705,0.04713352,3654
mypy-boto3-chime-sdk-identity,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09426591,0.04713296,3655
mypy-boto3-mediastore,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09426539,0.04713269,3656
mypy-boto3-personalize,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09426487,0.04713243,3657
mypy-boto3-controltower,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09426387,0.04713193,3658
mypy-boto3-lexv2-models,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09426254,0.04713127,3659
mypy-boto3-tnb,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09426223,0.04713112,3660
mypy-boto3-personalize-runtime,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09426222,0.04713111,3661
pytest-watcher,0.00000000,0.00045188,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09426128,0.04713064,3662
mypy-boto3-chime-sdk-voice,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09426107,0.04713054,3663
mypy-boto3-chime-sdk-media-pipelines,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09425872,0.04712936,3664
mypy-boto3-pinpoint-sms-voice-v2,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09425746,0.04712873,3665
mypy-boto3-personalize-events,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09425698,0.04712849,3666
mypy-boto3-savingsplans,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09425614,0.04712807,3667
mypy-boto3-outposts,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09425573,0.04712787,3668
mypy-boto3-mediatailor,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09425472,0.04712736,3669
mypy-boto3-marketplacecommerceanalytics,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09425336,0.04712668,3670
mypy-boto3-pinpoint-email,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09425299,0.04712649,3671
mypy-boto3-codecatalyst,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09425189,0.04712594,3672
mypy-boto3-timestream-influxdb,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09424870,0.04712435,3673
mypy-boto3-servicecatalog-appregistry,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09424773,0.04712387,3674
mypy-boto3-taxsettings,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09424616,0.04712308,3675
mypy-boto3-kinesis-video-media,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09424430,0.04712215,3676
mypy-boto3-lex-runtime,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09424418,0.04712209,3677
mypy-boto3-macie2,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09424194,0.04712097,3678
mypy-boto3-cloudfront-keyvaluestore,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09424135,0.04712068,3679
