package,in_degree_centrality,out_degree_centrality,betweenness,pagerank,in_degree_centrality_norm,betweenness_norm,pagerank_norm,criticality_index,risk_score,combined_score,criticality_rank
outlines-core,0.00045188,0.00000000,0.00000000,0.00013083,0.00091701,0.00000000,0.00007101,0.00025766,0.22517172,0.11278406,1329
interegular,0.00045188,0.00000000,0.00000000,0.00013824,0.00091701,0.00000000,0.00015161,0.00028990,0.22493020,0.11268810,1330
a2a-sdk,0.00022594,0.00723000,0.00000031,0.00012610,0.00045851,0.04993065,0.00001949,0.01759815,0.19811611,0.11259509,1331
readme-renderer,0.00022594,0.00067781,0.00000000,0.00012783,0.00045851,0.00000000,0.00003832,0.00012996,0.22488206,0.11254099,1332
jsonschema-rs,0.00045188,0.00000000,0.00000000,0.00012838,0.00091701,0.00000000,0.00004428,0.00024696,0.22459622,0.11248808,1333
azure-cli-telemetry,0.00045188,0.00045188,0.00000000,0.00012835,0.00091701,0.00000000,0.00004396,0.00024683,0.22456145,0.11247060,1334
logistro,0.00045188,0.00000000,0.00000000,0.00018213,0.00091701,0.00000000,0.00062912,0.00048090,0.22402930,0.11238458,1335
microsoft-security-utilities-secret-masker,0.00045188,0.00000000,0.00000000,0.00012835,0.00091701,0.00000000,0.00004396,0.00024683,0.22437049,0.11237512,1336
aioboto3,0.00022594,0.00497063,0.00000000,0.00012575,0.00045851,0.00000000,0.00001575,0.00012093,0.22446827,0.11232715,1337
bytecode,0.00022594,0.00022594,0.00000000,0.00013135,0.00045851,0.00000000,0.00007664,0.00014528,0.22436484,0.11229418,1338
hishel,0.00045188,0.00045188,0.00000000,0.00013413,0.00091701,0.00000000,0.00010690,0.00027201,0.22401506,0.11221677,1339
stringzilla,0.00045188,0.00000000,0.00000000,0.00016996,0.00091701,0.00000000,0.00049671,0.00042794,0.22370018,0.11217927,1340
inquirer,0.00045188,0.00135563,0.00000000,0.00012814,0.00091701,0.00000000,0.00004169,0.00024593,0.22394077,0.11215956,1341
nvidia-cusparse,0.00022594,0.00000000,0.00000000,0.00015072,0.00045851,0.00000000,0.00028742,0.00022959,0.22389856,0.11212589,1342
gprof2dot,0.00045188,0.00000000,0.00000000,0.00015601,0.00091701,0.00000000,0.00034490,0.00036721,0.22356435,0.11206465,1343
yamllint,0.00022594,0.00045188,0.00000000,0.00012772,0.00045851,0.00000000,0.00003709,0.00012946,0.22389872,0.11204895,1344
python-stdnum,0.00045188,0.00000000,0.00000000,0.00015072,0.00091701,0.00000000,0.00028742,0.00034422,0.22350248,0.11201603,1345
nvidia-nvjitlink,0.00022594,0.00000000,0.00000000,0.00015072,0.00045851,0.00000000,0.00028742,0.00022959,0.22359904,0.11197613,1346
dparse,0.00045188,0.00045188,0.00000000,0.00013868,0.00091701,0.00000000,0.00015634,0.00029179,0.22346790,0.11195840,1347
latex2sympy2-extended,0.00045188,0.00067781,0.00000000,0.00015198,0.00091701,0.00000000,0.00030108,0.00034969,0.22336677,0.11195237,1348
envier,0.00022594,0.00000000,0.00000000,0.00013135,0.00045851,0.00000000,0.00007664,0.00014528,0.22360153,0.11191252,1349
modelscope,0.00045188,0.00203344,0.00000000,0.00012831,0.00091701,0.00000000,0.00004351,0.00024665,0.22344419,0.11191183,1350
python-socks,0.00045188,0.00000000,0.00000000,0.00013783,0.00091701,0.00000000,0.00014710,0.00028809,0.22321267,0.11182795,1351
autograd,0.00045188,0.00022594,0.00000000,0.00013571,0.00091701,0.00000000,0.00012411,0.00027890,0.22321162,0.11182035,1352
stripe,0.00022594,0.00135563,0.00000000,0.00013751,0.00045851,0.00000000,0.00014371,0.00017211,0.22334986,0.11180732,1353
obstore,0.00045188,0.00022594,0.00000000,0.00012822,0.00091701,0.00000000,0.00004252,0.00024626,0.22302739,0.11170313,1354
kfp-pipeline-spec,0.00045188,0.00022594,0.00000000,0.00012932,0.00091701,0.00000000,0.00005449,0.00025105,0.22288937,0.11163780,1355
py-rust-stemmers,0.00045188,0.00000000,0.00000000,0.00012955,0.00091701,0.00000000,0.00005709,0.00025209,0.22279898,0.11159340,1356
pyotp,0.00022594,0.00000000,0.00000000,0.00012607,0.00045851,0.00000000,0.00001916,0.00012229,0.22286649,0.11152731,1357
py-deviceid,0.00045188,0.00000000,0.00000000,0.00012835,0.00091701,0.00000000,0.00004396,0.00024683,0.22266755,0.11152365,1358
probableparsing,0.00045188,0.00000000,0.00000000,0.00018655,0.00091701,0.00000000,0.00067722,0.00050014,0.22220535,0.11148740,1359
google-cloud-firestore,0.00022594,0.00429282,0.00000000,0.00012742,0.00045851,0.00000000,0.00003381,0.00012815,0.22267278,0.11143497,1360
temporalio,0.00022594,0.00135563,0.00000000,0.00012503,0.00045851,0.00000000,0.00000787,0.00011778,0.22255416,0.11136768,1361
types-cachetools,0.00022594,0.00000000,0.00000000,0.00012519,0.00045851,0.00000000,0.00000958,0.00011846,0.22247631,0.11132928,1362
torchcodec,0.00045188,0.00000000,0.00000000,0.00012645,0.00091701,0.00000000,0.00002334,0.00023859,0.22226234,0.11131470,1363
optax,0.00045188,0.00158156,0.00000000,0.00012992,0.00091701,0.00000000,0.00006111,0.00025370,0.22214763,0.11126897,1364
shtab,0.00045188,0.00000000,0.00000000,0.00012632,0.00091701,0.00000000,0.00002191,0.00023802,0.22193942,0.11115280,1365
mypy-boto3-s3,0.00022594,0.00022594,0.00000000,0.00012555,0.00045851,0.00000000,0.00001353,0.00012004,0.22209274,0.11113871,1366
django-appconf,0.00045188,0.00090375,0.00000000,0.00015257,0.00091701,0.00000000,0.00030749,0.00035225,0.22170986,0.11112589,1367
mando,0.00045188,0.00000000,0.00000000,0.00017309,0.00091701,0.00000000,0.00053076,0.00044156,0.22130820,0.11099376,1368
curl-cffi,0.00022594,0.00158156,0.00000000,0.00012837,0.00045851,0.00000000,0.00004422,0.00013231,0.22173968,0.11097162,1369
llama-index-agent-openai,0.00045188,0.01513782,0.00000000,0.00012741,0.00091701,0.00000000,0.00003378,0.00024276,0.22142253,0.11089800,1370
zict,0.00045188,0.00000000,0.00000000,0.00013081,0.00091701,0.00000000,0.00007080,0.00025757,0.22128350,0.11083988,1371
ibm-cos-sdk-core,0.00067781,0.00180750,0.00000000,0.00015263,0.00137552,0.00000000,0.00030817,0.00046715,0.22081681,0.11076775,1372
supabase,0.00022594,0.01129688,0.00000003,0.00012534,0.00045851,0.00499307,0.00001127,0.00186671,0.21840503,0.11063845,1373
awkward-cpp,0.00067781,0.00022594,0.00000000,0.00015387,0.00137552,0.00000000,0.00032171,0.00047256,0.22049713,0.11061208,1374
aiologic,0.00045188,0.00067781,0.00000000,0.00015478,0.00091701,0.00000000,0.00033160,0.00036189,0.22052655,0.11054165,1375
google-cloud-dataplex,0.00022594,0.00429282,0.00000000,0.00012474,0.00045851,0.00000000,0.00000465,0.00011649,0.22086218,0.11052070,1376
flatten-dict,0.00045188,0.00000000,0.00000000,0.00012632,0.00091701,0.00000000,0.00002191,0.00023802,0.22062345,0.11049482,1377
pysbd,0.00045188,0.00000000,0.00000000,0.00017792,0.00091701,0.00000000,0.00058335,0.00046259,0.22018501,0.11044835,1378
affine,0.00045188,0.00000000,0.00000000,0.00014787,0.00091701,0.00000000,0.00025633,0.00033178,0.22031436,0.11041240,1379
pymeeus,0.00045188,0.00000000,0.00000000,0.00026255,0.00091701,0.00000000,0.00150415,0.00083091,0.21953459,0.11040646,1380
simsimd,0.00045188,0.00000000,0.00000000,0.00013443,0.00091701,0.00000000,0.00011013,0.00027330,0.22038159,0.11040103,1381
streamlit,0.00022594,0.00948938,0.00000000,0.00012671,0.00045851,0.00000000,0.00002613,0.00012508,0.22059361,0.11039302,1382
botbuilder-schema,0.00067781,0.00248531,0.00000000,0.00014250,0.00137552,0.00000000,0.00019790,0.00042304,0.22011414,0.11038248,1383
oss2,0.00022594,0.00225938,0.00000026,0.00013091,0.00045851,0.04160888,0.00007185,0.01470647,0.19805080,0.11033807,1384
boost-histogram,0.00045188,0.00022594,0.00000000,0.00014182,0.00091701,0.00000000,0.00019055,0.00030547,0.21989104,0.11018050,1385
pylint-plugin-utils,0.00045188,0.00203344,0.00000000,0.00014242,0.00091701,0.00000000,0.00019708,0.00030809,0.21981288,0.11014343,1386
numdifftools,0.00045188,0.00045188,0.00000000,0.00013202,0.00091701,0.00000000,0.00008397,0.00026284,0.21987606,0.11014022,1387
nvidia-cudnn-cu12,0.00022594,0.00045188,0.00000000,0.00012529,0.00045851,0.00000000,0.00001074,0.00011892,0.21998463,0.11008379,1388
google-cloud-alloydb,0.00022594,0.00429282,0.00000000,0.00012474,0.00045851,0.00000000,0.00000465,0.00011649,0.21993348,0.11005635,1389
requests-futures,0.00045188,0.00112969,0.00000000,0.00013516,0.00091701,0.00000000,0.00011805,0.00027647,0.21967661,0.11005097,1390
fnvhash,0.00067781,0.00000000,0.00000000,0.00023323,0.00137552,0.00000000,0.00118520,0.00081796,0.21883643,0.11004742,1391
pyobjc-framework-cocoa,0.00045188,0.00022594,0.00000000,0.00022997,0.00091701,0.00000000,0.00114966,0.00068912,0.21900130,0.11003074,1392
pydantic-evals,0.00022594,0.00587438,0.00000000,0.00012503,0.00045851,0.00000000,0.00000787,0.00011778,0.21985829,0.11001974,1393
donfig,0.00045188,0.00022594,0.00000000,0.00014222,0.00091701,0.00000000,0.00019493,0.00030723,0.21946352,0.10996809,1394
nvidia-cufft-cu12,0.00022594,0.00022594,0.00000000,0.00012529,0.00045851,0.00000000,0.00001074,0.00011892,0.21941318,0.10979807,1395
nvidia-cusolver-cu12,0.00022594,0.00090375,0.00000000,0.00012529,0.00045851,0.00000000,0.00001074,0.00011892,0.21927578,0.10972937,1396
python-http-client,0.00022594,0.00000000,0.00000000,0.00013940,0.00045851,0.00000000,0.00016424,0.00018032,0.21911422,0.10969582,1397
nvidia-curand-cu12,0.00022594,0.00000000,0.00000000,0.00012529,0.00045851,0.00000000,0.00001074,0.00011892,0.21918696,0.10968496,1398
youtube-transcript-api,0.00022594,0.00135563,0.00000000,0.00012593,0.00045851,0.00000000,0.00001769,0.00012170,0.21914714,0.10966719,1399
etuples,0.00067781,0.00090375,0.00000000,0.00015521,0.00137552,0.00000000,0.00033627,0.00047839,0.21858702,0.10966150,1400
nvidia-cuda-cupti-cu12,0.00022594,0.00000000,0.00000000,0.00012529,0.00045851,0.00000000,0.00001074,0.00011892,0.21910037,0.10964167,1401
pgvector,0.00022594,0.00022594,0.00000000,0.00012716,0.00045851,0.00000000,0.00003107,0.00012706,0.21907330,0.10963439,1402
python-ipware,0.00045188,0.00000000,0.00000000,0.00025789,0.00091701,0.00000000,0.00145351,0.00081066,0.21799465,0.10962091,1403
icmplib,0.00067781,0.00000000,0.00000000,0.00012862,0.00137552,0.00000000,0.00004697,0.00036267,0.21861345,0.10958570,1404
standard-aifc,0.00045188,0.00000000,0.00000000,0.00012607,0.00091701,0.00000000,0.00001921,0.00023694,0.21869425,0.10952939,1405
policy-sentry,0.00045188,0.00271125,0.00000000,0.00012983,0.00091701,0.00000000,0.00006005,0.00025327,0.21854451,0.10946708,1406
autogluon-common,0.00067781,0.00451875,0.00000000,0.00013512,0.00137552,0.00000000,0.00011760,0.00039092,0.21826372,0.10943257,1407
blockbuster,0.00045188,0.00022594,0.00000000,0.00012847,0.00091701,0.00000000,0.00004530,0.00024737,0.21844178,0.10941118,1408
multimethod,0.00045188,0.00000000,0.00000000,0.00013985,0.00091701,0.00000000,0.00016914,0.00029691,0.21827231,0.10936455,1409
gcloud-aio-bigquery,0.00022594,0.00406688,0.00000000,0.00012474,0.00045851,0.00000000,0.00000465,0.00011649,0.21854604,0.10936263,1410
zopfli,0.00022594,0.00000000,0.00000000,0.00013311,0.00045851,0.00000000,0.00009581,0.00015295,0.21848826,0.10936178,1411
histoprint,0.00045188,0.00090375,0.00000000,0.00014182,0.00091701,0.00000000,0.00019055,0.00030547,0.21823272,0.10935134,1412
pylibsrtp,0.00045188,0.00045188,0.00000000,0.00013432,0.00091701,0.00000000,0.00010890,0.00027281,0.21822601,0.10932286,1413
oracledb,0.00022594,0.00090375,0.00000000,0.00012513,0.00045851,0.00000000,0.00000891,0.00011819,0.21822153,0.10920168,1414
aioice,0.00045188,0.00045188,0.00000000,0.00013432,0.00091701,0.00000000,0.00010890,0.00027281,0.21796977,0.10919474,1415
hiredis,0.00022594,0.00000000,0.00000000,0.00014192,0.00045851,0.00000000,0.00019161,0.00019127,0.21798578,0.10914002,1416
nvidia-cuda-runtime-cu12,0.00022594,0.00000000,0.00000000,0.00012529,0.00045851,0.00000000,0.00001074,0.00011892,0.21806874,0.10912585,1417
about-time,0.00045188,0.00000000,0.00000000,0.00017893,0.00091701,0.00000000,0.00059433,0.00046699,0.21745666,0.10908755,1418
azure-data-tables,0.00022594,0.00248531,0.00000015,0.00012503,0.00045851,0.02496533,0.00000782,0.00885562,0.20426288,0.10894345,1419
aws-requests-auth,0.00022594,0.00112969,0.00000000,0.00012574,0.00045851,0.00000000,0.00001554,0.00012084,0.21754534,0.10886563,1420
kedro,0.00067781,0.00948938,0.00000000,0.00013056,0.00137552,0.00000000,0.00006798,0.00037107,0.21711833,0.10884461,1421
rlpycairo,0.00045188,0.00045188,0.00000000,0.00013857,0.00091701,0.00000000,0.00015520,0.00029133,0.21723369,0.10884095,1422
interface-meta,0.00045188,0.00000000,0.00000000,0.00014130,0.00091701,0.00000000,0.00018493,0.00030323,0.21713003,0.10879827,1423
kubernetes-asyncio,0.00022594,0.00361500,0.00000000,0.00012505,0.00045851,0.00000000,0.00000804,0.00011784,0.21717317,0.10867723,1424
panel,0.00045188,0.00700407,0.00000000,0.00013070,0.00091701,0.00000000,0.00006952,0.00025706,0.21693586,0.10866567,1425
nvidia-nvtx-cu12,0.00022594,0.00000000,0.00000000,0.00012529,0.00045851,0.00000000,0.00001074,0.00011892,0.21712336,0.10865316,1426
mysqlclient,0.00022594,0.00000000,0.00000000,0.00012511,0.00045851,0.00000000,0.00000871,0.00011811,0.21707990,0.10863080,1427
hf-gradio,0.00045188,0.00542250,0.00000000,0.00012750,0.00091701,0.00000000,0.00003478,0.00024317,0.21686697,0.10862054,1428
clickhouse-connect,0.00022594,0.00090375,0.00000000,0.00012619,0.00045851,0.00000000,0.00002053,0.00012284,0.21696105,0.10857502,1429
treescope,0.00045188,0.00022594,0.00000000,0.00012992,0.00091701,0.00000000,0.00006111,0.00025370,0.21670216,0.10854623,1430
pydyf,0.00022594,0.00000000,0.00000000,0.00013311,0.00045851,0.00000000,0.00009581,0.00015295,0.21674305,0.10848918,1431
cmeel-assimp,0.00067781,0.00067781,0.00000000,0.00015766,0.00137552,0.00000000,0.00036288,0.00048903,0.21612350,0.10843793,1432
connect-python,0.00045188,0.00135563,0.00000000,0.00013067,0.00091701,0.00000000,0.00006923,0.00025695,0.21646175,0.10842852,1433
nvidia-cudnn-frontend,0.00045188,0.00000000,0.00000000,0.00013027,0.00091701,0.00000000,0.00006493,0.00025522,0.21639473,0.10839369,1434
daytona-api-client,0.00045188,0.00180750,0.00000000,0.00012822,0.00091701,0.00000000,0.00004252,0.00024626,0.21624194,0.10831040,1435
pytorch-metric-learning,0.00045188,0.00158156,0.00000000,0.00012645,0.00091701,0.00000000,0.00002334,0.00023859,0.21622895,0.10829800,1436
daytona-api-client-async,0.00045188,0.00406688,0.00000000,0.00012822,0.00091701,0.00000000,0.00004252,0.00024626,0.21612438,0.10825162,1437
cmeel-octomap,0.00067781,0.00045188,0.00000000,0.00015766,0.00137552,0.00000000,0.00036288,0.00048903,0.21566898,0.10821067,1438
watchtower,0.00022594,0.00158156,0.00000000,0.00012498,0.00045851,0.00000000,0.00000732,0.00011756,0.21620670,0.10819378,1439
click-log,0.00045188,0.00022594,0.00000000,0.00013873,0.00091701,0.00000000,0.00015696,0.00029203,0.21585933,0.10815431,1440
cmeel-qhull,0.00067781,0.00045188,0.00000000,0.00015766,0.00137552,0.00000000,0.00036288,0.00048903,0.21553148,0.10814192,1441
daytona-toolbox-api-client-async,0.00045188,0.00406688,0.00000000,0.00012822,0.00091701,0.00000000,0.00004252,0.00024626,0.21577415,0.10807651,1442
psygnal,0.00045188,0.00000000,0.00000000,0.00013027,0.00091701,0.00000000,0.00006489,0.00025521,0.21573325,0.10806294,1443
pytest-html,0.00022594,0.00248531,0.00000000,0.00012607,0.00045851,0.00000000,0.00001916,0.00012229,0.21588780,0.10803797,1444
daytona-toolbox-api-client,0.00045188,0.00180750,0.00000000,0.00012822,0.00091701,0.00000000,0.00004252,0.00024626,0.21565879,0.10801883,1445
opencensus,0.00022594,0.00406688,0.00000000,0.00012853,0.00045851,0.00000000,0.00004599,0.00013302,0.21581499,0.10800982,1446
promise,0.00045188,0.00000000,0.00000000,0.00013783,0.00091701,0.00000000,0.00014709,0.00028809,0.21531924,0.10788123,1447
strands-agents,0.00022594,0.01107094,0.00000008,0.00012574,0.00045851,0.01248266,0.00001554,0.00448977,0.20881758,0.10786246,1448
django-tasks,0.00067781,0.00112969,0.00000000,0.00014945,0.00137552,0.00000000,0.00027361,0.00045332,0.21492461,0.10781101,1449
tree-sitter-c-sharp,0.00022594,0.00000000,0.00000000,0.00012593,0.00045851,0.00000000,0.00001769,0.00012170,0.21538866,0.10778795,1450
kfp-server-api,0.00045188,0.00090375,0.00000000,0.00012932,0.00091701,0.00000000,0.00005449,0.00025105,0.21516508,0.10777565,1451
azure-servicebus,0.00022594,0.00180750,0.00000000,0.00012489,0.00045851,0.00000000,0.00000639,0.00011718,0.21516313,0.10767170,1452
memray,0.00022594,0.00271125,0.00000005,0.00013052,0.00045851,0.00832178,0.00006763,0.00305430,0.21061161,0.10765527,1453
zc-lockfile,0.00045188,0.00022594,0.00000000,0.00012632,0.00091701,0.00000000,0.00002191,0.00023802,0.21491746,0.10764182,1454
cross-web,0.00045188,0.00000000,0.00000000,0.00015398,0.00091701,0.00000000,0.00032286,0.00035840,0.21457267,0.10756203,1455
pyjson5,0.00045188,0.00000000,0.00000000,0.00016237,0.00091701,0.00000000,0.00041414,0.00039491,0.21449416,0.10755085,1456
tabledata,0.00045188,0.00158156,0.00000000,0.00013473,0.00091701,0.00000000,0.00011339,0.00027461,0.21464817,0.10753533,1457
datamodel-code-generator,0.00022594,0.00542250,0.00000010,0.00012586,0.00045851,0.01664355,0.00001691,0.00594663,0.20582253,0.10748560,1458
tinyhtml5,0.00022594,0.00022594,0.00000000,0.00013311,0.00045851,0.00000000,0.00009581,0.00015295,0.21465491,0.10744511,1459
levenshtein,0.00022594,0.00022594,0.00000000,0.00017714,0.00045851,0.00000000,0.00057483,0.00034456,0.21433115,0.10743062,1460
queuelib,0.00045188,0.00000000,0.00000000,0.00012995,0.00091701,0.00000000,0.00006136,0.00025379,0.21407924,0.10723484,1461
pydispatcher,0.00045188,0.00000000,0.00000000,0.00012995,0.00091701,0.00000000,0.00006136,0.00025379,0.21389674,0.10714360,1462
sqlalchemy-spanner,0.00022594,0.00835969,0.00000000,0.00012474,0.00045851,0.00000000,0.00000465,0.00011649,0.21410208,0.10714065,1463
grandalf,0.00045188,0.00022594,0.00000000,0.00012632,0.00091701,0.00000000,0.00002191,0.00023802,0.21389096,0.10712857,1464
fireworks-ai,0.00022594,0.01265251,0.00000031,0.00012588,0.00045851,0.04993065,0.00001716,0.01759722,0.18711459,0.10709362,1465
flufl-lock,0.00045188,0.00045188,0.00000000,0.00012632,0.00091701,0.00000000,0.00002191,0.00023802,0.21380534,0.10708576,1466
tcolorpy,0.00045188,0.00000000,0.00000000,0.00013473,0.00091701,0.00000000,0.00011339,0.00027461,0.21359434,0.10700841,1467
google-cloud-build,0.00022594,0.00429282,0.00000000,0.00012474,0.00045851,0.00000000,0.00000465,0.00011649,0.21377013,0.10697467,1468
pytzdata,0.00022594,0.00000000,0.00000000,0.00012607,0.00045851,0.00000000,0.00001916,0.00012229,0.21374389,0.10696601,1469
opentelemetry-instrumentation-sqlalchemy,0.00022594,0.00000000,0.00000000,0.00012563,0.00045851,0.00000000,0.00001437,0.00012037,0.21373737,0.10696128,1470
python-utils,0.00022594,0.00022594,0.00000000,0.00017714,0.00045851,0.00000000,0.00057483,0.00034456,0.21324208,0.10688609,1471
pythonnet,0.00045188,0.00067781,0.00000000,0.00012709,0.00091701,0.00000000,0.00003029,0.00024137,0.21331100,0.10684117,1472
meson,0.00022594,0.00000000,0.00000000,0.00015072,0.00045851,0.00000000,0.00028742,0.00022959,0.21326121,0.10680721,1473
parameterized,0.00022594,0.00000000,0.00000000,0.00012607,0.00045851,0.00000000,0.00001916,0.00012229,0.21319305,0.10669060,1474
maxminddb,0.00022594,0.00000000,0.00000000,0.00013091,0.00045851,0.00000000,0.00007185,0.00014337,0.21315511,0.10668784,1475
python-gitlab,0.00022594,0.00135563,0.00000000,0.00012783,0.00045851,0.00000000,0.00003832,0.00012996,0.21313962,0.10666978,1476
ratelim,0.00045188,0.00022594,0.00000000,0.00014204,0.00091701,0.00000000,0.00019293,0.00030642,0.21264123,0.10655632,1477
langchain-anthropic,0.00022594,0.00745594,0.00000000,0.00012634,0.00045851,0.00000000,0.00002211,0.00012347,0.21289913,0.10654454,1478
django-taggit,0.00045188,0.00090375,0.00000000,0.00013091,0.00091701,0.00000000,0.00007183,0.00025798,0.21266419,0.10653054,1479
nvidia-cusparselt-cu12,0.00022594,0.00000000,0.00000000,0.00012529,0.00045851,0.00000000,0.00001074,0.00011892,0.21281564,0.10649930,1480
lazy-model,0.00045188,0.00112969,0.00000000,0.00014018,0.00091701,0.00000000,0.00017268,0.00029832,0.21245231,0.10645563,1481
moreorless,0.00045188,0.00000000,0.00000000,0.00014162,0.00091701,0.00000000,0.00018834,0.00030459,0.21244173,0.10645516,1482
biothings-client,0.00045188,0.00180750,0.00000000,0.00014108,0.00091701,0.00000000,0.00018245,0.00030223,0.21201798,0.10624147,1483
itemloaders,0.00045188,0.00158156,0.00000000,0.00012995,0.00091701,0.00000000,0.00006136,0.00025379,0.21205989,0.10622517,1484
faiss-cpu,0.00022594,0.00000000,0.00000000,0.00014192,0.00045851,0.00000000,0.00019161,0.00019127,0.21214479,0.10621952,1485
kedro-telemetry,0.00067781,0.00948938,0.00000000,0.00013056,0.00137552,0.00000000,0.00006798,0.00037107,0.21164815,0.10610951,1486
looker-sdk,0.00022594,0.00203344,0.00000000,0.00012474,0.00045851,0.00000000,0.00000465,0.00011649,0.21203365,0.10610643,1487
qh3,0.00045188,0.00000000,0.00000000,0.00018213,0.00091701,0.00000000,0.00062912,0.00048090,0.21141014,0.10607500,1488
rjsmin,0.00045188,0.00000000,0.00000000,0.00015257,0.00091701,0.00000000,0.00030749,0.00035225,0.21160431,0.10607311,1489
logfire,0.00022594,0.00564844,0.00000000,0.00012503,0.00045851,0.00000000,0.00000787,0.00011778,0.21180673,0.10599396,1490
pox,0.00022594,0.00000000,0.00000000,0.00015072,0.00045851,0.00000000,0.00028742,0.00022959,0.21161033,0.10598177,1491
ppft,0.00022594,0.00000000,0.00000000,0.00015072,0.00045851,0.00000000,0.00028742,0.00022959,0.21155485,0.10595403,1492
pip-api,0.00022594,0.00022594,0.00000000,0.00012808,0.00045851,0.00000000,0.00004106,0.00013105,0.21159298,0.10589730,1493
click-aliases,0.00045188,0.00022594,0.00000000,0.00012729,0.00091701,0.00000000,0.00003241,0.00024222,0.21141277,0.10589271,1494
types-pyopenssl,0.00022594,0.00135563,0.00000000,0.00013940,0.00045851,0.00000000,0.00016424,0.00018032,0.21149080,0.10588411,1495
pinecone,0.00022594,0.00293719,0.00000020,0.00012630,0.00045851,0.03328710,0.00002169,0.01177379,0.19360969,0.10586161,1496
azure-mgmt-containerservice,0.00022594,0.00203344,0.00000000,0.00012503,0.00045851,0.00000000,0.00000782,0.00011775,0.21134041,0.10576078,1497
opentelemetry-instrumentation-redis,0.00022594,0.00000000,0.00000000,0.00012563,0.00045851,0.00000000,0.00001437,0.00012037,0.21123274,0.10570896,1498
jaydebeapi,0.00022594,0.00045188,0.00000000,0.00012512,0.00045851,0.00000000,0.00000884,0.00011816,0.21114447,0.10566313,1499
rcssmin,0.00045188,0.00000000,0.00000000,0.00015257,0.00091701,0.00000000,0.00030749,0.00035225,0.21048208,0.10551200,1500
reedsolo,0.00045188,0.00000000,0.00000000,0.00013607,0.00091701,0.00000000,0.00012798,0.00028045,0.21051683,0.10547414,1501
glom,0.00022594,0.00067781,0.00000000,0.00012593,0.00045851,0.00000000,0.00001769,0.00012170,0.21075496,0.10547110,1502
giturlparse,0.00022594,0.00000000,0.00000000,0.00012546,0.00045851,0.00000000,0.00001250,0.00011962,0.21062034,0.10540219,1503
multitasking,0.00022594,0.00000000,0.00000000,0.00012837,0.00045851,0.00000000,0.00004422,0.00013231,0.21046338,0.10533347,1504
colorcet,0.00045188,0.00000000,0.00000000,0.00013070,0.00091701,0.00000000,0.00006952,0.00025706,0.21026154,0.10532851,1505
pyannote-metrics,0.00045188,0.00271125,0.00000000,0.00012645,0.00091701,0.00000000,0.00002334,0.00023859,0.21027462,0.10532084,1506
emoji,0.00022594,0.00000000,0.00000000,0.00013018,0.00045851,0.00000000,0.00006387,0.00014017,0.21039247,0.10530406,1507
geopandas,0.00022594,0.00203344,0.00000000,0.00012549,0.00045851,0.00000000,0.00001292,0.00011979,0.21030835,0.10524633,1508
atlassian-python-api,0.00022594,0.00293719,0.00000000,0.00012519,0.00045851,0.00000000,0.00000958,0.00011846,0.21029379,0.10523802,1509
pylsqpack,0.00045188,0.00000000,0.00000000,0.00013644,0.00091701,0.00000000,0.00013204,0.00028207,0.20999980,0.10521687,1510
types-tabulate,0.00022594,0.00000000,0.00000000,0.00012742,0.00045851,0.00000000,0.00003381,0.00012815,0.21023257,0.10521487,1511
pymupdf-layout,0.00022594,0.00000000,0.00000000,0.00015953,0.00045851,0.00000000,0.00038322,0.00026791,0.21001103,0.10521160,1512
apswutils,0.00067781,0.00045188,0.00000000,0.00016919,0.00137552,0.00000000,0.00048833,0.00053921,0.20920761,0.10501858,1513
fabric-analytics-notebook-plugin,0.00045188,0.00361500,0.00000000,0.00012709,0.00091701,0.00000000,0.00003029,0.00024137,0.20965920,0.10501527,1514
pyproject-metadata,0.00022594,0.00022594,0.00000000,0.00015072,0.00045851,0.00000000,0.00028742,0.00022959,0.20936767,0.10486044,1515
vertica-python,0.00022594,0.00045188,0.00000000,0.00012556,0.00045851,0.00000000,0.00001360,0.00012007,0.20951828,0.10485150,1516
dvc-data,0.00045188,0.00225938,0.00000000,0.00012632,0.00091701,0.00000000,0.00002191,0.00023802,0.20930696,0.10483657,1517
adbc-driver-manager,0.00045188,0.00022594,0.00000000,0.00017714,0.00091701,0.00000000,0.00057483,0.00045918,0.20896233,0.10483438,1518
trailrunner,0.00045188,0.00022594,0.00000000,0.00014162,0.00091701,0.00000000,0.00018834,0.00030459,0.20907715,0.10477288,1519
types-markdown,0.00022594,0.00000000,0.00000000,0.00012519,0.00045851,0.00000000,0.00000958,0.00011846,0.20929878,0.10474051,1520
stdlibs,0.00045188,0.00000000,0.00000000,0.00014162,0.00091701,0.00000000,0.00018834,0.00030459,0.20899470,0.10473165,1521
django-treebeard,0.00045188,0.00090375,0.00000000,0.00013091,0.00091701,0.00000000,0.00007183,0.00025798,0.20898986,0.10469338,1522
respx,0.00022594,0.00180750,0.00000000,0.00012503,0.00045851,0.00000000,0.00000787,0.00011778,0.20911711,0.10464915,1523
avro,0.00022594,0.00000000,0.00000000,0.00017714,0.00045851,0.00000000,0.00057483,0.00034456,0.20860871,0.10456940,1524
google-ai-generativelanguage,0.00022594,0.00406688,0.00000000,0.00012795,0.00045851,0.00000000,0.00003964,0.00013048,0.20889729,0.10454902,1525
jh2,0.00045188,0.00000000,0.00000000,0.00018213,0.00091701,0.00000000,0.00062912,0.00048090,0.20821718,0.10447851,1526
